"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Nami","Support",3,"13.6%","4.5%","18.2%","67%","-",3,4,23,6.5,"81.3%","12.1%","0%",76,-47,-4,0.4,"1.5%",170,"10.1%","11.0%",1.28,0.33
"Nautilus","Top",7,"31.8%","9.1%","40.9%","71%","-",9,14,45,3.9,"53.5%","17.3%","43%",37,50,-8.1,7.3,"23.8%",330,"15.4%","19.5%",0.55,0.12
"Nidalee","Jungle",2,"9.1%","13.6%","22.7%","0%","-",7,6,2,1.5,"50.0%","18.2%","50%",130,516,-3.5,7.2,"24.3%",279,"16.3%","24.0%",0.58,0.47
"Orianna","Middle",8,"36.4%","13.6%","50.0%","50%","-",28,23,41,3,"63.9%","24.7%","25%",-12,94,-1.5,9,"26.9%",576,"31.1%","23.7%",0.37,0.16
"Poppy","Top",2,"9.1%","0.0%","9.1%","0%","-",2,11,0,0.2,"20.0%","23.9%","0%",-246,15,-10.5,7.7,"23.8%",438,"22.3%","19.9%",0.49,0.17
"Rek'Sai","Jungle",1,"4.5%","0.0%","4.5%","100%","-",2,3,7,3,"60.0%","50.0%","100%",608,666,17,7.3,"20.5%",331,"16.8%","21.5%",0.74,0.38
"Renekton","Top",7,"31.8%","45.5%","77.3%","71%","-",23,12,33,4.7,"52.8%","19.4%","29%",534,398,16.4,8.9,"25.3%",383,"21.2%","22.5%",0.6,0.22
"Rengar","Jungle",8,"36.4%","27.3%","63.6%","75%","-",25,13,45,5.4,"58.3%","15.9%","50%",288,374,5.3,5.5,"16.6%",295,"12.8%","19.1%",0.73,0.38
"Rumble","Top",6,"27.3%","59.1%","86.4%","67%","-",13,14,36,3.5,"59.0%","21.2%","33%",-81,27,3.2,8.5,"26.7%",584,"28.4%","21.7%",0.61,0.1
"Shen","Top",2,"9.1%","77.3%","86.4%","50%","-",4,3,14,6,"78.3%","11.5%","0%",-207,-268,-13,8,"25.9%",327,"17.5%","20.9%",0.58,0.18
"Soraka","-",0,"0%","4.5%","4.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Syndra","Middle",6,"27.3%","4.5%","31.8%","50%","-",28,16,22,3.1,"59.5%","23.9%","17%",8,-81,2.2,9.3,"26.6%",568,"30.1%","24.3%",0.41,0.13
"Tahm Kench","Support",2,"9.1%","0.0%","9.1%","100%","-",2,1,16,18,"60.0%","10.0%","0%",208,-90,18,1.5,"3.1%",84,"4.5%","10.6%",1.37,0.25
"Taliyah","Middle",1,"4.5%","18.2%","22.7%","0%","-",1,5,3,0.8,"80.0%","27.8%","0%",102,156,0,7.7,"20.4%",450,"30.8%","21.9%",0.42,0.21
"Talon","Middle",2,"9.1%","18.2%","27.3%","0%","-",5,10,9,1.4,"77.8%","30.3%","0%",-115,-149,-2.5,8.8,"25.3%",387,"23.0%","21.9%",0.42,0.18
"Thresh","-",0,"0%","9.1%","9.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Varus","ADC",13,"59.1%","18.2%","77.3%","62%","-",39,21,56,4.5,"51.6%","17.1%","15%",83,103,1.3,9.3,"27.2%",339,"17.7%","23.0%",0.42,0.28
"Viktor","-",0,"0%","18.2%","18.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Vladimir","Middle",5,"22.7%","59.1%","81.8%","40%","-",16,16,10,1.6,"60.5%","23.9%","0%",144,-160,11.2,8.8,"28.7%",600,"31.7%","24.7%",0.33,0.13
"Ziggs","-",0,"0%","59.1%","59.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zyra","Support",16,"72.7%","13.6%","86.4%","56%","-",26,27,110,5,"60.7%","14.1%","13%",128,230,-5.2,0.9,"3.7%",399,"19.1%","13.0%",1.25,0.51
