"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Kayle","Top",1,"1.1%","6.7%","7.8%","100%","-",3,2,7,5,"83.3%","50.0%","0%",103,51,7,8.7,"25.3%",455,"26.3%","21.6%",0.46,0.25
"Kennen","Top",1,"1.1%","0.0%","1.1%","0%","-",1,1,2,3,"75.0%","7.1%","0%",124,855,9,7.4,"24.0%",264,"18.0%","20.3%",0.58,0.27
"Kindred","ADC",1,"1.1%","12.2%","24.4%","0%","-",1,2,3,2,"66.7%","14.3%","0%",3,254,1,8.3,"33.6%",195,"21.8%","26.7%",0.54,0.27
"Kindred","Jungle",10,"11.1%","12.2%","24.4%","50%","-",20,35,56,2.2,"65.0%","28.5%","40%",-5,-68,-1,3.9,"14.5%",362,"19.8%","18.9%",0.5,0.51
"Kog'Maw","ADC",7,"7.8%","17.8%","25.6%","43%","-",37,15,32,4.6,"72.6%","18.5%","43%",311,464,10.7,8.8,"32.0%",714,"34.4%","26.9%",0.39,0.35
"LeBlanc","Middle",15,"16.7%","6.7%","23.3%","47%","-",69,37,59,3.5,"66.7%","21.1%","20%",-53,-50,-1.7,7.2,"22.0%",606,"31.6%","22.1%",0.47,0.22
"Lee Sin","Jungle",17,"18.9%","1.1%","20.0%","47%","-",41,46,137,3.9,"73.0%","19.0%","18%",-215,-142,-4.6,3.6,"12.0%",291,"14.8%","17.9%",0.79,0.37
"Lissandra","Middle",12,"13.3%","17.8%","36.7%","58%","-",31,35,77,3.1,"66.3%","24.1%","33%",61,79,3.6,8.5,"27.2%",438,"25.2%","22.2%",0.48,0.21
"Lissandra","Top",5,"5.6%","17.8%","36.7%","80%","-",4,8,31,4.4,"61.4%","19.5%","20%",-215,-79,5.8,8.3,"29.4%",431,"20.8%","20.8%",0.52,0.19
"Lucian","ADC",54,"60.0%","2.2%","62.2%","56%","-",234,102,214,4.4,"72.7%","17.1%","33%",-10,-70,-0.6,9.2,"31.8%",520,"27.5%","26.0%",0.47,0.3
"Lulu","Middle",17,"18.9%","56.7%","83.3%","59%","-",46,20,112,7.9,"77.8%","12.3%","24%",-18,41,-1.5,8.1,"25.3%",434,"22.5%","23.9%",0.45,0.14
"Lulu","Support",1,"1.1%","56.7%","83.3%","100%","-",1,0,9,10,"62.5%","0.0%","0%",441,227,1,0.3,"1.1%",246,"12.7%","12.6%",0.84,0.17
"Lulu","Top",6,"6.7%","56.7%","83.3%","67%","-",8,21,60,3.2,"68.7%","23.1%","0%",-5,-24,-1.7,6.8,"23.2%",241,"11.3%","18.8%",0.51,0.14
"Lux","Middle",10,"11.1%","0.0%","11.1%","60%","-",28,14,74,7.3,"73.4%","12.6%","30%",47,136,2.1,8.8,"28.3%",517,"25.4%","24.0%",0.49,0.19
"Malphite","Top",13,"14.4%","4.4%","18.9%","38%","-",30,39,69,2.5,"66.9%","22.5%","31%",-99,96,-1.7,6.3,"24.4%",277,"16.4%","19.8%",0.46,0.17
"Maokai","Top",3,"3.3%","0.0%","3.3%","0%","-",1,14,10,0.8,"91.7%","31.1%","0%",-70,-94,-3.3,5.2,"18.6%",253,"17.6%","17.3%",0.43,0.06
"Miss Fortune","ADC",2,"2.2%","0.0%","2.2%","0%","-",6,9,3,1,"81.8%","26.5%","0%",-217,-27,-5.5,7.6,"31.3%",612,"36.0%","26.4%",0.32,0.11
"Morgana","Support",21,"23.3%","1.1%","24.4%","67%","-",13,53,199,4,"79.1%","24.2%","48%",106,73,-4.4,0.7,"2.8%",213,"10.1%","12.5%",1.04,0.39
"Nautilus","Support",1,"1.1%","4.4%","21.1%","100%","-",0,6,10,1.7,"76.9%","31.6%","0%",-44,-200,0,1.2,"3.8%",131,"5.8%","10.5%",1.32,0.33
"Nautilus","Top",14,"15.6%","4.4%","21.1%","64%","-",22,29,110,4.6,"67.0%","20.3%","21%",-35,40,-1.8,7.4,"24.6%",304,"15.4%","19.5%",0.52,0.16
"Nidalee","Jungle",24,"26.7%","54.4%","81.1%","58%","-",63,59,138,3.4,"74.2%","20.8%","33%",358,461,9,4.9,"16.2%",436,"22.9%","21.1%",0.74,0.56
"Nocturne","Jungle",1,"1.1%","0.0%","1.1%","0%","-",2,2,2,2,"100.0%","14.3%","100%",-756,-1265,-17,3.4,"13.7%",217,"18.9%","20.9%",0.39,0.24
"Nunu & Willump","Jungle",2,"2.2%","0.0%","2.2%","100%","-",3,3,21,8,"82.8%","33.3%","50%",-79,-93,-4,3.4,"10.0%",144,"6.6%","17.4%",0.6,0.49
"Olaf","Jungle",1,"1.1%","1.1%","2.2%","100%","-",4,2,9,6.5,"72.2%","15.4%","100%",176,158,6,3.4,"11.2%",334,"18.5%","17.7%",0.69,0.69
"Orianna","Middle",9,"10.0%","1.1%","11.1%","44%","-",30,19,66,5.1,"82.8%","17.0%","22%",-54,-53,-1.2,8.9,"30.3%",548,"28.4%","24.5%",0.41,0.15
"Pantheon","Top",3,"3.3%","0.0%","3.3%","100%","-",17,4,14,7.8,"52.5%","25.0%","33%",196,241,7.7,6.3,"23.8%",451,"20.8%","20.2%",0.45,0.08
"Poppy","Jungle",3,"3.3%","27.8%","64.4%","33%","-",3,6,17,3.3,"71.4%","15.0%","33%",-96,-239,-5,3.2,"10.6%",229,"15.6%","16.7%",0.89,0.39
"Poppy","Support",4,"4.4%","27.8%","64.4%","25%","-",1,12,22,1.9,"76.7%","23.5%","50%",236,428,11,1.4,"5.2%",172,"12.0%","11.8%",1.04,0.3
"Poppy","Top",26,"28.9%","27.8%","64.4%","46%","-",54,56,161,3.8,"66.2%","22.7%","31%",-128,-108,-10.8,7,"25.1%",357,"17.9%","20.7%",0.49,0.14
"Quinn","Top",10,"11.1%","5.6%","16.7%","30%","-",18,29,29,1.6,"48.5%","25.2%","10%",-88,-26,10.3,7,"24.6%",465,"24.4%","20.1%",0.45,0.15
"Rammus","Top",1,"1.1%","0.0%","1.1%","0%","-",1,3,12,4.3,"65.0%","18.8%","0%",-772,-185,-24,7.2,"22.6%",510,"17.8%","19.4%",0.54,0.1
"Rek'Sai","Jungle",31,"34.4%","3.3%","37.8%","58%","-",46,68,228,4,"75.9%","20.5%","39%",2,28,2.4,3.8,"12.0%",249,"13.2%","18.0%",0.83,0.54
"Rengar","Jungle",2,"2.2%","0.0%","2.2%","50%","-",2,2,13,7.5,"65.2%","11.8%","100%",-77,21,2.5,3.4,"9.6%",191,"9.8%","17.1%",0.69,0.3
"Rumble","Jungle",1,"1.1%","0.0%","1.1%","100%","-",1,2,11,6,"85.7%","15.4%","0%",306,648,10,4.9,"15.0%",502,"23.1%","19.5%",0.87,0.34
"Ryze","Middle",4,"4.4%","25.6%","37.8%","25%","-",5,12,13,1.5,"60.0%","23.5%","25%",-151,-150,-8,8.1,"26.7%",347,"25.2%","22.3%",0.42,0.09
"Ryze","Top",7,"7.8%","25.6%","37.8%","14%","-",19,24,24,1.8,"54.4%","20.3%","29%",85,57,-3.1,6.8,"23.7%",369,"18.7%","20.9%",0.5,0.13
"Sejuani","Jungle",1,"1.1%","0.0%","1.1%","100%","-",2,1,9,11,"55.0%","16.7%","0%",-111,38,12,4.5,"13.4%",349,"14.8%","17.9%",0.98,0.31
"Shen","Support",1,"1.1%","0.0%","4.4%","0%","-",0,2,2,1,"66.7%","15.4%","0%",-466,-851,9,1.2,"5.6%",62,"6.5%","10.4%",1.17,0.32
"Shen","Top",3,"3.3%","0.0%","4.4%","0%","-",6,7,10,2.3,"64.0%","14.9%","0%",-334,134,-3.7,6.8,"21.9%",170,"11.6%","19.9%",0.53,0.13
"Sivir","ADC",10,"11.1%","2.2%","13.3%","30%","-",22,28,53,2.7,"79.8%","18.2%","20%",-108,-40,-1.2,9.4,"33.7%",583,"28.7%","25.6%",0.45,0.25
"Soraka","Support",9,"10.0%","5.6%","15.6%","89%","-",2,18,116,6.6,"82.5%","23.1%","44%",106,170,-5.2,0.4,"1.5%",63,"2.9%","11.8%",1.34,0.28
"Syndra","Middle",6,"6.7%","1.1%","7.8%","83%","-",25,6,28,8.8,"66.3%","12.8%","50%",302,134,11.3,9.8,"29.5%",499,"24.5%","25.6%",0.45,0.18
"Tahm Kench","Top",6,"6.7%","23.3%","30.0%","50%","-",8,16,39,2.9,"71.2%","21.3%","33%",-242,-474,-9.7,6,"19.9%",259,"13.7%","18.2%",0.52,0.12
"Thresh","Support",6,"6.7%","5.6%","12.2%","33%","-",4,17,39,2.5,"76.8%","30.4%","33%",149,80,1.5,0.8,"2.9%",95,"5.7%","10.5%",1.15,0.33
"Tristana","ADC",2,"2.2%","0.0%","2.2%","0%","-",7,6,4,1.8,"61.1%","17.1%","0%",-469,-790,-8,9,"30.2%",501,"24.3%","24.8%",0.49,0.3
"Trundle","Support",9,"10.0%","2.2%","31.1%","56%","-",4,21,77,3.9,"72.3%","18.1%","11%",-56,-4,1.6,1.2,"4.4%",94,"5.0%","11.2%",1.21,0.35
"Trundle","Top",17,"18.9%","2.2%","31.1%","29%","-",13,50,66,1.6,"65.3%","21.4%","6%",-119,-64,5.5,6.9,"25.9%",263,"17.2%","20.8%",0.49,0.13
"Twisted Fate","Middle",15,"16.7%","13.3%","30.0%","53%","-",41,39,109,3.8,"81.1%","19.4%","27%",140,-201,-9.3,8,"26.3%",556,"27.8%","24.4%",0.46,0.12
"Udyr","Jungle",4,"4.4%","3.3%","7.8%","50%","-",7,10,22,2.9,"64.4%","15.4%","50%",117,-71,1,5.4,"18.0%",188,"11.2%","21.4%",0.7,0.52
"Varus","Middle",6,"6.7%","1.1%","7.8%","67%","-",28,14,31,4.2,"66.3%","17.1%","0%",-47,74,3.3,8.3,"27.7%",850,"37.6%","23.0%",0.4,0.19
"Vayne","ADC",1,"1.1%","0.0%","1.1%","100%","-",7,2,4,5.5,"73.3%","22.2%","100%",69,49,-3,8.7,"24.2%",762,"34.2%","22.8%",0.59,0.38
"Viktor","Middle",17,"18.9%","0.0%","18.9%","29%","-",51,44,58,2.5,"66.1%","18.2%","6%",-34,-177,-0.6,9,"30.8%",596,"32.2%","24.9%",0.44,0.2
"Yasuo","Top",2,"2.2%","0.0%","2.2%","50%","-",9,5,11,4,"83.3%","29.4%","100%",39,11,6,8,"31.6%",490,"24.6%","24.0%",0.5,0.16
"Zed","Middle",5,"5.6%","4.4%","10.0%","100%","-",31,7,24,7.9,"61.1%","23.3%","20%",-11,-133,-7.4,8.6,"28.1%",576,"25.8%","23.3%",0.48,0.13
"Zilean","Middle",7,"7.8%","2.2%","10.0%","43%","-",11,11,42,4.8,"80.3%","16.7%","14%",-248,56,-8.4,7.7,"25.7%",515,"29.7%","21.5%",0.39,0.16
