"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Nasus","Top",3,"2.7%","0.0%","2.7%","33%","-",7,8,8,1.9,"46.9%","20.5%","0%",-225,130,-13.3,7,"25.8%",357,"22.9%","22.4%",0.41,0.02
"Nautilus","Jungle",1,"0.9%","0.0%","0.9%","0%","-",2,8,6,1,"66.7%","34.8%","0%",-556,-488,-12,2.2,"8.5%",189,"10.6%","13.4%",0.31,0.06
"Nidalee","Middle",20,"17.9%","16.1%","39.3%","60%","-",62,22,96,7.2,"66.7%","10.4%","15%",-100,145,-7.2,7.4,"26.5%",669,"35.8%","23.1%",0.36,0.07
"Nidalee","Top",6,"5.4%","16.1%","39.3%","33%","-",17,14,23,2.9,"63.5%","15.2%","0%",-80,-450,-6.3,7.1,"28.8%",669,"35.8%","24.1%",0.43,0.02
"Nocturne","Jungle",1,"0.9%","0.0%","0.9%","100%","-",4,4,2,1.5,"66.7%","21.1%","0%",-326,772,9,7.3,"30.8%",348,"18.1%","26.8%",0.22,0.02
"Nunu & Willump","Jungle",2,"1.8%","0.0%","1.8%","0%","-",2,7,10,1.7,"75.0%","23.3%","100%",297,-453,-4,2.2,"6.8%",153,"8.1%","12.6%",0.9,0.17
"Olaf","Jungle",12,"10.7%","17.9%","28.6%","50%","-",23,39,87,2.8,"65.1%","21.8%","25%",55,68,0.9,3.6,"12.0%",262,"13.6%","16.7%",0.34,0.13
"Orianna","Middle",14,"12.5%","0.9%","13.4%","43%","-",40,41,93,3.2,"78.2%","19.4%","29%",26,-55,2.7,8,"30.5%",494,"27.5%","24.9%",0.35,0.16
"Pantheon","Jungle",22,"19.6%","33.0%","52.7%","50%","-",64,103,163,2.2,"62.9%","25.8%","41%",-197,-306,-7.5,3.1,"11.4%",287,"14.8%","16.5%",0.31,0.12
"Poppy","-",0,"0%","0.9%","0.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Quinn","ADC",1,"0.9%","0.0%","0.9%","0%","-",0,4,1,0.3,"100.0%","18.2%","0%",-361,-447,-6,8.1,"37.6%",292,"24.2%","29.0%",0.13,0.04
"Rammus","-",0,"0%","0.9%","0.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Renekton","Top",43,"38.4%","26.8%","65.2%","60%","-",108,100,251,3.6,"57.1%","17.8%","21%",181,139,11.3,7,"25.2%",338,"18.7%","21.1%",0.36,0.08
"Riven","Middle",6,"5.4%","5.4%","11.6%","33%","-",12,27,21,1.2,"53.2%","30.0%","17%",44,-269,7,7.7,"26.2%",249,"15.1%","22.5%",0.31,0.05
"Riven","Top",1,"0.9%","5.4%","11.6%","0%","-",2,2,0,1,"33.3%","11.1%","0%",78,-88,5,7.1,"27.7%",328,"24.7%","24.9%",0.43,0
"Rumble","Top",3,"2.7%","0.0%","2.7%","100%","-",9,5,36,9,"70.3%","20.8%","67%",517,347,18,6,"21.1%",494,"26.0%","19.4%",0.38,0.07
"Ryze","Middle",1,"0.9%","8.9%","16.1%","100%","-",4,6,13,2.8,"65.4%","27.3%","0%",-87,16,10,7.8,"34.9%",487,"22.2%","25.0%",0.32,0.06
"Ryze","Top",7,"6.3%","8.9%","16.1%","43%","-",16,29,37,1.8,"57.6%","21.0%","0%",-340,-323,-11.4,6,"24.7%",290,"17.0%","20.4%",0.41,0.05
"Shen","Top",4,"3.6%","0.0%","3.6%","25%","-",9,10,28,3.7,"71.2%","17.5%","25%",60,-168,-5.3,7,"25.2%",253,"14.9%","22.0%",0.37,0.04
"Shyvana","Jungle",3,"2.7%","2.7%","57.1%","67%","-",4,6,18,3.7,"66.7%","22.2%","0%",-169,120,4.7,4.2,"15.1%",249,"14.5%","16.7%",0.41,0.24
"Shyvana","Top",58,"51.8%","2.7%","57.1%","55%","-",154,123,368,4.2,"58.1%","15.1%","16%",-144,-56,-5.2,7.1,"26.6%",459,"23.5%","21.9%",0.38,0.08
"Sivir","ADC",33,"29.5%","15.2%","44.6%","67%","-",162,74,281,6,"77.7%","15.5%","18%",15,121,-0.2,8.3,"33.5%",588,"28.4%","26.1%",0.24,0.12
"Sona","Support",1,"0.9%","0.0%","0.9%","0%","-",2,4,4,1.5,"54.5%","23.5%","0%",490,193,2,0.6,"2.2%",166,"11.7%","10.8%",1.22,0.1
"Soraka","Middle",3,"2.7%","5.4%","9.8%","100%","-",11,7,24,5,"81.4%","38.9%","33%",103,20,3.3,7.1,"22.4%",407,"17.9%","21.3%",0.36,0.25
"Soraka","Support",2,"1.8%","5.4%","9.8%","50%","-",0,8,23,2.9,"69.7%","19.0%","0%",139,-26,3.5,0.5,"2.8%",66,"2.9%","13.4%",0.97,0.18
"Syndra","Middle",6,"5.4%","0.0%","5.4%","17%","-",21,21,23,2.1,"63.8%","21.2%","17%",110,-49,8.3,7.6,"29.4%",447,"28.5%","24.4%",0.25,0.06
"Teemo","Middle",1,"0.9%","0.9%","1.8%","100%","-",3,3,10,4.3,"76.5%","33.3%","0%",-21,-736,-8,6.9,"24.9%",812,"39.5%","20.9%",2.53,0.04
"Thresh","Support",70,"62.5%","23.2%","85.7%","60%","-",56,222,698,3.4,"71.5%","25.0%","27%",-12,60,-1.8,0.5,"2.1%",144,"7.8%","11.7%",0.95,0.17
"Trundle","Top",26,"23.2%","1.8%","25.0%","42%","-",47,71,149,2.8,"60.3%","18.6%","31%",203,129,5.8,6.5,"23.3%",294,"16.3%","21.1%",0.41,0.05
"Twitch","ADC",3,"2.7%","0.9%","3.6%","0%","-",15,11,8,2.1,"71.9%","20.0%","33%",-95,26,-8.3,6.6,"27.2%",444,"29.3%","25.9%",0.23,0.14
"Urgot","ADC",2,"1.8%","0.9%","2.7%","50%","-",4,9,7,1.2,"33.3%","21.4%","0%",-279,-294,-17,6,"26.1%",511,"22.9%","19.4%",0.32,0.04
"Varus","ADC",5,"4.5%","0.0%","4.5%","60%","-",10,21,27,1.8,"56.9%","32.3%","0%",-2,-84,4.8,6.9,"24.8%",424,"26.6%","22.8%",0.32,0.18
"Vayne","ADC",7,"6.3%","1.8%","8.0%","71%","-",22,11,26,4.4,"57.1%","17.5%","43%",28,38,5.3,8.4,"30.8%",323,"20.7%","25.1%",0.23,0.05
"Veigar","Middle",1,"0.9%","0.9%","1.8%","0%","-",3,5,2,1,"71.4%","20.8%","0%",524,696,14,6.3,"22.0%",380,"25.8%","23.1%",0.42,0.06
"Vi","Jungle",39,"34.8%","8.0%","42.9%","54%","-",85,135,319,3,"68.4%","24.2%","28%",-54,47,3.3,3.7,"12.8%",216,"11.4%","17.0%",0.4,0.12
"Vladimir","Middle",2,"1.8%","0.0%","1.8%","50%","-",8,6,5,2.2,"54.2%","27.3%","0%",-130,-239,-5.5,7.4,"24.2%",458,"30.0%","23.0%",0.33,0.04
"Volibear","Jungle",2,"1.8%","0.0%","1.8%","50%","-",11,8,21,4,"76.2%","20.5%","50%",-202,-747,-14.5,3,"11.8%",220,"9.6%","17.0%",0.33,0.16
"Warwick","Top",2,"1.8%","0.0%","1.8%","50%","-",3,6,11,2.3,"48.3%","28.6%","0%",-269,-346,-11,5.9,"20.9%",215,"13.3%","19.7%",0.24,0.03
"Wukong","Jungle",14,"12.5%","2.7%","15.2%","36%","-",32,44,86,2.7,"72.8%","22.6%","36%",57,145,5.6,3.9,"13.8%",278,"16.0%","18.4%",0.37,0.13
"Xerath","Middle",1,"0.9%","0.0%","0.9%","0%","-",0,4,1,0.3,"20.0%","22.2%","0%",-355,-363,0,6.5,"21.7%",388,"33.2%","19.1%",0.44,0
"Yasuo","Middle",9,"8.0%","14.3%","26.8%","67%","-",30,34,43,2.1,"61.9%","30.6%","33%",-123,-339,1.9,8.2,"31.9%",368,"23.4%","24.5%",0.4,0.12
"Yasuo","Top",5,"4.5%","14.3%","26.8%","20%","-",11,24,14,1,"53.2%","28.2%","20%",69,2,5.8,8,"30.9%",403,"25.3%","25.0%",0.59,0.02
"Zac","Top",2,"1.8%","0.0%","1.8%","50%","-",5,3,10,5,"78.9%","15.0%","0%",-169,-283,-4,5.7,"17.3%",386,"25.3%","19.3%",0.4,0.02
"Zed","Middle",15,"13.4%","16.1%","29.5%","53%","-",65,49,58,2.5,"52.1%","22.3%","33%",216,151,-0.6,7.7,"28.0%",511,"25.6%","23.5%",0.71,0.1
"Ziggs","Middle",24,"21.4%","7.1%","28.6%","33%","-",74,70,123,2.8,"68.4%","17.9%","25%",-72,-110,2.9,8.4,"32.8%",689,"36.0%","25.9%",0.38,0.08
"Zyra","Support",2,"1.8%","0.0%","1.8%","50%","-",2,6,13,2.5,"65.2%","22.2%","50%",195,199,2,0.8,"3.7%",281,"16.2%","15.6%",1,0.23
