"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Irelia","Middle",5,"20.0%","20.0%","40.0%","80%","40%",31,10,33,6.4,"76.2%","23.3%","40%",243,131,4.8,9.3,"27.3%",415,"21.5%","26.8%",0.38,0.1
"Jayce","Top",1,"4.0%","0.0%","4.0%","100%","100%",4,1,8,12,"85.7%","12.5%","100%",485,354,6,9.5,"27.9%",993,"45.5%","25.9%",0.52,0.26
"Jhin","ADC",4,"16.0%","4.0%","20.0%","75%","100%",7,2,28,17.5,"77.8%","7.4%","0%",132,-158,4.3,9.7,"27.9%",500,"27.3%","24.0%",0.35,0.3
"Kai'Sa","ADC",18,"72.0%","16.0%","88.0%","56%","17%",57,31,86,4.6,"71.1%","18.0%","17%",-109,-55,-3.7,9.9,"30.4%",573,"28.9%","26.4%",0.38,0.32
"Kennen","Top",2,"8.0%","0.0%","8.0%","0%","50%",3,9,5,0.9,"50.0%","31.0%","50%",-69,-4,8,8.4,"23.5%",446,"27.9%","21.2%",0.48,0.23
"Kindred","Jungle",4,"16.0%","76.0%","92.0%","75%","50%",16,8,26,5.3,"85.7%","22.9%","50%",416,333,6.8,6.6,"19.6%",441,"22.8%","22.1%",0.37,0.58
"LeBlanc","Middle",2,"8.0%","32.0%","40.0%","50%","0%",6,2,5,5.5,"64.7%","9.5%","0%",-148,83,-3.5,8.7,"23.6%",431,"24.0%","21.8%",0.46,0.44
"Lee Sin","Jungle",1,"4.0%","4.0%","8.0%","0%","0%",3,7,6,1.3,"75.0%","25.9%","0%",-181,-306,-8,4.3,"9.5%",265,"11.7%","16.4%",0.28,0.22
"Leona","Support",3,"12.0%","0.0%","12.0%","67%","67%",4,7,20,3.4,"70.6%","21.9%","0%",260,132,10.7,1.8,"4.7%",109,"5.2%","10.7%",1.36,0.3
"Lucian","Middle",1,"4.0%","0.0%","4.0%","0%","100%",2,4,2,1,"66.7%","30.8%","100%",347,-321,-5,8.7,"24.6%",426,"29.4%","25.5%",0.36,0.32
"Lulu","-",0,"0%","4.0%","4.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Malzahar","Middle",8,"32.0%","8.0%","40.0%","50%","50%",16,17,29,2.6,"69.2%","20.0%","13%",-336,-53,-8.3,9.4,"28.3%",494,"25.7%","24.4%",0.5,0.27
"Miss Fortune","ADC",1,"4.0%","0.0%","4.0%","0%","100%",0,3,3,1,"60.0%","21.4%","0%",-661,-755,-12,9.5,"28.9%",570,"38.0%","22.2%",0.39,0.26
"Morgana","Support",3,"12.0%","4.0%","16.0%","100%","100%",6,9,37,4.8,"78.2%","30.0%","0%",75,441,-4.7,1,"2.8%",322,"15.4%","12.0%",1.63,0.49
"Nami","Support",1,"4.0%","0.0%","4.0%","100%","100%",0,0,12,12,"92.3%","0.0%","0%",-31,-347,-13,0.3,"0.8%",147,"7.8%","10.9%",1.04,0.22
"Nocturne","Jungle",3,"12.0%","0.0%","12.0%","0%","33%",6,9,11,1.9,"85.0%","20.0%","33%",32,146,3.7,5.4,"13.7%",250,"13.5%","19.2%",0.39,0.31
"Olaf","Jungle",3,"12.0%","72.0%","84.0%","100%","0%",6,5,16,4.4,"57.9%","23.8%","33%",444,349,7.3,5.3,"12.4%",242,"11.5%","17.0%",0.52,0.44
"Ornn","Top",10,"40.0%","12.0%","52.0%","50%","50%",13,24,55,2.8,"62.4%","21.6%","40%",-34,20,-2.3,7.5,"19.9%",381,"20.3%","19.0%",0.44,0.1
"Poppy","Jungle",3,"12.0%","0.0%","16.0%","0%","100%",1,9,7,0.9,"57.1%","19.6%","33%",378,590,4.3,5.2,"13.8%",152,"10.4%","16.4%",0.46,0.29
"Poppy","Top",1,"4.0%","0.0%","16.0%","100%","100%",2,1,3,5,"62.5%","20.0%","0%",67,-142,15,9,"24.0%",381,"22.4%","21.6%",0.34,0.13
"Pyke","Support",1,"4.0%","0.0%","4.0%","0%","100%",1,3,3,1.3,"57.1%","20.0%","0%",46,-180,-13,0.4,"2.3%",178,"10.8%","9.9%",1.28,0.34
"Quinn","ADC",2,"8.0%","4.0%","12.0%","0%","0%",7,7,10,2.4,"85.0%","19.4%","0%",-98,-264,-1.5,9.6,"28.4%",613,"25.5%","27.0%",0.41,0.25
"Rakan","Support",3,"12.0%","76.0%","88.0%","33%","0%",0,8,20,2.5,"76.9%","21.1%","0%",-42,118,-13,0.5,"1.7%",78,"4.8%","9.9%",1.33,0.34
"Rumble","Top",2,"8.0%","24.0%","32.0%","100%","50%",2,4,17,4.8,"67.9%","30.8%","50%",347,274,15.5,8.6,"26.4%",472,"23.6%","21.1%",0.52,0.11
"Ryze","Middle",12,"48.0%","24.0%","80.0%","58%","17%",34,21,68,4.9,"75.6%","18.8%","25%",15,-170,-1.4,10,"29.2%",460,"24.7%","24.9%",0.53,0.16
"Ryze","Top",2,"8.0%","24.0%","80.0%","0%","50%",4,7,4,1.1,"61.5%","25.0%","0%",-158,-109,-5,9.6,"29.3%",572,"29.3%","24.3%",0.51,0.1
"Sejuani","Jungle",13,"52.0%","24.0%","76.0%","69%","46%",13,29,105,4.1,"70.7%","26.1%","46%",-125,6,-3.2,4.9,"13.9%",194,"11.0%","16.7%",0.53,0.33
"Shen","Support",6,"24.0%","36.0%","68.0%","50%","83%",3,12,53,4.7,"69.1%","17.6%","33%",-29,-23,0.8,2,"6.1%",106,"5.2%","10.1%",1.56,0.29
"Shen","Top",2,"8.0%","36.0%","68.0%","50%","100%",1,2,12,6.5,"76.5%","12.5%","0%",-144,-16,-7,8.1,"25.5%",394,"27.4%","20.1%",0.47,0.22
"Sion","Top",9,"36.0%","0.0%","36.0%","78%","56%",14,12,64,6.5,"64.5%","16.9%","44%",66,64,2.6,8.2,"23.1%",426,"20.1%","20.0%",0.51,0.1
"Skarner","Jungle",1,"4.0%","4.0%","8.0%","0%","100%",1,4,4,1.3,"100.0%","28.6%","0%",77,194,-1,5.3,"13.7%",122,"8.1%","18.6%",0.62,0.23
"Swain","ADC",3,"12.0%","4.0%","16.0%","33%","67%",12,8,10,2.8,"71.0%","22.9%","0%",90,222,7,8.4,"22.6%",470,"28.4%","23.8%",0.38,0.24
"Syndra","Middle",3,"12.0%","24.0%","36.0%","67%","67%",10,5,8,3.6,"50.0%","20.0%","33%",3,-73,2,9.7,"27.0%",506,"26.7%","22.8%",0.52,0.27
"Tahm Kench","Support",4,"16.0%","28.0%","44.0%","25%","25%",5,11,15,1.8,"66.7%","23.4%","25%",61,-38,8.3,2.1,"6.6%",99,"6.2%","10.2%",1.48,0.17
"Taliyah","Middle",2,"8.0%","0.0%","8.0%","0%","100%",3,5,6,1.8,"75.0%","17.9%","0%",-173,-35,-11,9,"31.1%",501,"32.6%","25.8%",0.4,0.06
"Thresh","Support",3,"12.0%","8.0%","20.0%","100%","100%",2,5,30,6.4,"78.0%","35.7%","33%",123,90,-10.7,0.4,"1.0%",207,"9.7%","11.6%",1.76,0.25
"Tristana","ADC",6,"24.0%","8.0%","32.0%","50%","100%",15,7,23,5.4,"65.5%","12.3%","0%",52,91,1.7,10.1,"31.9%",510,"25.9%","27.4%",0.37,0.36
"Trundle","Jungle",9,"36.0%","28.0%","64.0%","11%","44%",13,16,30,2.7,"66.2%","13.9%","44%",-23,-138,3.3,4.7,"11.6%",128,"8.0%","16.1%",0.42,0.32
"Twitch","ADC",2,"8.0%","0.0%","8.0%","0%","100%",6,10,8,1.4,"82.4%","26.3%","50%",89,252,0.5,9.8,"29.3%",761,"36.7%","26.2%",0.38,0.51
"Varus","ADC",3,"12.0%","80.0%","92.0%","100%","33%",18,4,12,7.5,"78.9%","23.5%","33%",137,260,4,10.1,"30.8%",633,"31.6%","27.4%",0.39,0.41
"Vel'Koz","Middle",1,"4.0%","4.0%","8.0%","100%","100%",4,1,5,9,"90.0%","20.0%","0%",-83,677,21,9,"25.6%",476,"28.1%","25.2%",0.59,0.31
"Xayah","ADC",3,"12.0%","0.0%","12.0%","33%","33%",9,5,13,4.4,"84.6%","13.2%","0%",-252,-185,-6.3,10,"31.4%",502,"30.3%","26.5%",0.42,0.41
"Yasuo","-",0,"0%","4.0%","4.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zilean","Middle",7,"28.0%","16.0%","48.0%","43%","71%",17,6,40,9.5,"82.6%","8.1%","29%",31,0,3.7,9.2,"26.4%",577,"26.7%","23.3%",0.42,0.14
"Zilean","Support",1,"4.0%","16.0%","48.0%","100%","100%",1,2,8,4.5,"81.8%","33.3%","0%",-194,536,-7,0.7,"1.9%",251,"13.7%","10.1%",0.93,0.24
"Zoe","-",0,"0%","4.0%","4.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
