"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Jarvan IV","Jungle",4,"14.8%","3.7%","18.5%","25%","-",4,17,29,1.9,"80.5%","20.0%","-","-","-","-","-","-","-","-","14.9%","-","-"
"Jayce","Middle",1,"3.7%","0.0%","3.7%","0%","-",0,3,0,0,"0.0%","14.3%","-","-","-","-","-","-","-","-","25.2%","-","-"
"Jinx","ADC",16,"59.3%","0.0%","59.3%","56%","-",74,41,92,4,"69.5%","17.5%","-","-","-","-","-","-","-","-","25.8%","-","-"
"Karma","Support",3,"11.1%","0.0%","11.1%","33%","-",2,15,18,1.3,"80.0%","23.4%","-","-","-","-","-","-","-","-","11.0%","-","-"
"Karthus","-",0,"0%","3.7%","3.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Kassadin","Middle",3,"11.1%","85.2%","96.3%","33%","-",24,9,16,4.4,"75.5%","16.4%","-","-","-","-","-","-","-","-","-","-","-"
"Katarina","Middle",2,"7.4%","0.0%","7.4%","50%","-",10,4,9,4.8,"70.4%","14.8%","-","-","-","-","-","-","-","-","22.9%","-","-"
"Kayle","Middle",1,"3.7%","0.0%","3.7%","100%","-",1,2,2,1.5,"25.0%","18.2%","-","-","-","-","-","-","-","-","-","-","-"
"Kennen","-",0,"0%","3.7%","3.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Kha'Zix","Top",2,"7.4%","3.7%","11.1%","50%","-",17,9,10,3,"79.4%","22.5%","-","-","-","-","-","-","-","-","27.0%","-","-"
"Kog'Maw","Middle",1,"3.7%","11.1%","14.8%","0%","-",1,4,7,2,"57.1%","16.0%","-","-","-","-","-","-","-","-","25.3%","-","-"
"LeBlanc","Middle",1,"3.7%","0.0%","3.7%","0%","-",6,5,2,1.6,"57.1%","22.7%","-","-","-","-","-","-","-","-","20.1%","-","-"
"Lee Sin","Jungle",3,"11.1%","14.8%","33.3%","33%","-",7,15,18,1.7,"55.6%","25.9%","-","-","-","-","-","-","-","-","-","-","-"
"Lee Sin","Top",2,"7.4%","14.8%","33.3%","50%","-",14,10,14,2.8,"60.9%","17.9%","-","-","-","-","-","-","-","-","-","-","-"
"Leona","Support",8,"29.6%","7.4%","37.0%","38%","-",8,32,73,2.5,"66.9%","24.8%","-","-","-","-","-","-","-","-","11.3%","-","-"
"Lissandra","Middle",1,"3.7%","0.0%","3.7%","0%","-",2,5,2,0.8,"80.0%","23.8%","-","-","-","-","-","-","-","-","25.3%","-","-"
"Lucian","ADC",15,"55.6%","25.9%","81.5%","53%","-",64,33,99,4.9,"68.8%","15.4%","-","-","-","-","-","-","-","-","25.3%","-","-"
"Lulu","Support",1,"3.7%","3.7%","7.4%","100%","-",1,4,20,5.3,"87.5%","40.0%","-","-","-","-","-","-","-","-","-","-","-"
"Nasus","Top",4,"14.8%","11.1%","25.9%","50%","-",10,6,16,4.3,"51.0%","12.5%","-","-","-","-","-","-","-","-","26.7%","-","-"
"Nidalee","Middle",2,"7.4%","22.2%","29.6%","50%","-",15,4,16,7.8,"63.3%","14.3%","-","-","-","-","-","-","-","-","21.7%","-","-"
"Nunu & Willump","Jungle",1,"3.7%","0.0%","3.7%","100%","-",2,1,16,18,"78.3%","14.3%","-","-","-","-","-","-","-","-","17.4%","-","-"
"Olaf","Jungle",16,"59.3%","25.9%","88.9%","75%","-",48,44,134,4.1,"65.7%","22.7%","-","-","-","-","-","-","-","-","15.3%","-","-"
"Olaf","Top",1,"3.7%","25.9%","88.9%","0%","-",1,7,11,1.7,"85.7%","28.0%","-","-","-","-","-","-","-","-","20.0%","-","-"
"Orianna","Middle",10,"37.0%","11.1%","48.1%","30%","-",32,33,44,2.3,"71.7%","19.2%","-","-","-","-","-","-","-","-","28.1%","-","-"
"Renekton","Top",13,"48.1%","3.7%","51.9%","54%","-",35,34,75,3.2,"55.6%","19.1%","-","-","-","-","-","-","-","-","21.7%","-","-"
"Rengar","Jungle",1,"3.7%","18.5%","44.4%","0%","-",4,1,6,10,"76.9%","5.9%","-","-","-","-","-","-","-","-","-","-","-"
"Rengar","Top",6,"22.2%","18.5%","44.4%","67%","-",22,11,47,6.3,"61.1%","12.0%","-","-","-","-","-","-","-","-","20.7%","-","-"
"Riven","Middle",1,"3.7%","55.6%","77.8%","100%","-",2,4,13,3.8,"71.4%","21.1%","-","-","-","-","-","-","-","-","-","-","-"
"Riven","Top",5,"18.5%","55.6%","77.8%","60%","-",24,15,23,3.1,"56.0%","21.7%","-","-","-","-","-","-","-","-","23.8%","-","-"
"Shyvana","Jungle",1,"3.7%","59.3%","100.0%","0%","-",2,3,2,1.3,"80.0%","14.3%","-","-","-","-","-","-","-","-","22.8%","-","-"
"Shyvana","Top",10,"37.0%","59.3%","100.0%","50%","-",27,23,43,3,"54.7%","18.3%","-","-","-","-","-","-","-","-","25.9%","-","-"
"Sivir","ADC",9,"33.3%","59.3%","100.0%","44%","-",29,26,47,2.9,"70.4%","19.0%","-","-","-","-","-","-","-","-","25.3%","-","-"
"Sivir","Middle",2,"7.4%","59.3%","100.0%","50%","-",3,5,11,2.8,"66.7%","21.7%","-","-","-","-","-","-","-","-","28.1%","-","-"
"Taric","Support",1,"3.7%","0.0%","3.7%","0%","-",1,4,9,2.5,"76.9%","21.1%","-","-","-","-","-","-","-","-","-","-","-"
"Teemo","ADC",1,"3.7%","0.0%","3.7%","0%","-",2,8,2,0.5,"44.4%","18.6%","-","-","-","-","-","-","-","-","-","-","-"
"Thresh","Support",17,"63.0%","0.0%","63.0%","41%","-",17,60,147,2.7,"70.7%","25.9%","-","-","-","-","-","-","-","-","9.5%","-","-"
"Tristana","ADC",1,"3.7%","0.0%","3.7%","0%","-",6,2,3,4.5,"69.2%","10.5%","-","-","-","-","-","-","-","-","-","-","-"
"Varus","ADC",1,"3.7%","0.0%","3.7%","0%","-",2,2,3,2.5,"62.5%","14.3%","-","-","-","-","-","-","-","-","27.1%","-","-"
"Vayne","ADC",2,"7.4%","7.4%","14.8%","50%","-",5,7,11,2.3,"50.0%","23.3%","-","-","-","-","-","-","-","-","-","-","-"
"Vi","Jungle",9,"33.3%","0.0%","33.3%","33%","-",17,36,68,2.4,"56.3%","24.5%","-","-","-","-","-","-","-","-","13.8%","-","-"
"Vladimir","Middle",1,"3.7%","3.7%","7.4%","100%","-",4,0,2,6,"60.0%","0.0%","-","-","-","-","-","-","-","-","22.8%","-","-"
"Wukong","Jungle",2,"7.4%","0.0%","11.1%","50%","-",4,6,18,3.7,"81.5%","22.2%","-","-","-","-","-","-","-","-","16.4%","-","-"
"Wukong","Middle",1,"3.7%","0.0%","11.1%","0%","-",2,9,1,0.3,"33.3%","20.9%","-","-","-","-","-","-","-","-","-","-","-"
"Xerath","Middle",1,"3.7%","0.0%","3.7%","0%","-",1,3,8,3,"69.2%","17.6%","-","-","-","-","-","-","-","-","-","-","-"
"Zed","Middle",1,"3.7%","3.7%","7.4%","0%","-",5,6,3,1.3,"72.7%","26.1%","-","-","-","-","-","-","-","-","-","-","-"
"Ziggs","Middle",14,"51.9%","22.2%","74.1%","71%","-",51,29,120,5.9,"71.0%","15.8%","-","-","-","-","-","-","-","-","24.5%","-","-"
