"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Sivir","ADC",20,"22.0%","4.4%","26.4%","50%","85%",62,26,79,5.4,"75.8%","13.0%","35%",-79,82,-3.6,10.5,"33.6%",549,"31.4%","28.8%",0.4,0.41
"Skarner","Jungle",3,"3.3%","3.3%","6.6%","67%","67%",0,10,17,1.7,"58.6%","26.3%","0%",-476,-105,-3,4.5,"11.7%",111,"6.2%","14.0%",0.71,0.35
"Soraka","Support",1,"1.1%","0.0%","1.1%","0%","100%",2,3,5,2.3,"70.0%","17.6%","100%",-39,162,-9,0.5,"2.7%",283,"16.1%","11.6%",1.34,0.3
"Swain","Middle",3,"3.3%","3.3%","6.6%","67%","100%",5,6,14,3.2,"79.2%","20.7%","0%",169,356,9.3,9.2,"24.8%",468,"28.7%","22.2%",0.38,0.15
"Sylas","Middle",5,"5.5%","31.9%","41.8%","60%","20%",9,4,21,7.5,"57.7%","9.8%","0%",60,115,-3,9.2,"26.0%",324,"18.9%","22.4%",0.53,0.18
"Sylas","Top",4,"4.4%","31.9%","41.8%","75%","25%",12,4,25,9.3,"71.2%","14.3%","25%",277,274,5.3,8.3,"26.8%",439,"20.5%","23.1%",0.43,0.16
"Syndra","Middle",20,"22.0%","19.8%","41.8%","40%","50%",53,41,71,3,"66.7%","17.4%","20%",168,118,7.3,8.9,"26.0%",498,"27.6%","23.8%",0.45,0.15
"Tahm Kench","Support",35,"38.5%","20.9%","59.3%","51%","63%",16,61,192,3.4,"63.0%","18.7%","20%",-25,-38,2.6,2,"7.0%",109,"6.3%","11.7%",1.45,0.25
"Taliyah","Middle",2,"2.2%","0.0%","2.2%","100%","100%",8,1,10,18,"62.1%","10.0%","0%",144,-227,4.5,9.3,"27.2%",446,"23.0%","24.4%",0.39,0.25
"Thresh","Support",18,"19.8%","40.7%","60.4%","44%","33%",12,47,89,2.1,"65.6%","25.8%","44%",31,108,-3.3,0.9,"2.6%",109,"6.5%","9.0%",1.42,0.36
"Tristana","ADC",5,"5.5%","3.3%","8.8%","40%","80%",12,11,21,3,"73.3%","17.2%","40%",4,185,-0.2,10.1,"29.7%",435,"27.0%","27.0%",0.37,0.6
"Trundle","Jungle",2,"2.2%","0.0%","2.2%","50%","100%",0,1,5,5,"38.5%","7.7%","0%",109,255,10,5.3,"13.2%",73,"4.5%","15.0%",0.36,0.43
"Twitch","ADC",1,"1.1%","0.0%","1.1%","100%","100%",5,0,8,13,"65.0%","0.0%","0%",-410,-353,-21,8.1,"23.1%",453,"22.3%","21.0%",0.58,0.19
"Urgot","Middle",4,"4.4%","23.1%","54.9%","0%","50%",6,9,6,1.3,"50.0%","16.4%","0%",72,1,0.8,9.1,"25.7%",309,"16.9%","23.5%",0.46,0.24
"Urgot","Top",25,"27.5%","23.1%","54.9%","52%","16%",87,54,87,3.2,"64.0%","19.8%","24%",102,1,5.1,8.1,"24.9%",391,"21.6%","23.7%",0.47,0.24
"Varus","ADC",6,"6.6%","1.1%","7.7%","50%","33%",11,10,17,2.8,"56.0%","20.4%","0%",109,157,13.7,9.5,"29.3%",448,"25.6%","25.3%",0.36,0.44
"Vayne","ADC",6,"6.6%","3.3%","11.0%","33%","33%",27,18,24,2.8,"67.1%","22.0%","0%",-480,-76,-5.5,9.1,"29.7%",494,"29.0%","26.4%",0.41,0.49
"Vayne","Top",1,"1.1%","3.3%","11.0%","0%","0%",0,3,0,0,"0.0%","33.3%","0%",792,511,34,9.4,"29.3%",301,"22.0%","23.1%",0.41,0.24
"Vel'Koz","Middle",2,"2.2%","1.1%","3.3%","50%","100%",4,3,13,5.7,"94.4%","18.8%","0%",38,52,1.5,8.2,"23.1%",664,"42.7%","21.4%",0.63,0.14
"Vi","-",0,"0%","1.1%","1.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Viktor","ADC",1,"1.1%","4.4%","18.7%","0%","0%",1,3,4,1.7,"83.3%","20.0%","0%",-611,24,-16,8,"24.8%",497,"22.9%","19.1%",0.46,0.2
"Viktor","Middle",7,"7.7%","4.4%","18.7%","43%","71%",22,10,19,4.1,"71.9%","14.7%","14%",-60,-32,-4,9.7,"29.3%",633,"37.3%","26.2%",0.41,0.2
"Viktor","Top",5,"5.5%","4.4%","18.7%","40%","100%",4,16,19,1.4,"57.5%","33.3%","0%",-284,-409,-0.6,8,"24.7%",481,"27.1%","20.6%",0.43,0.14
"Vladimir","Middle",1,"1.1%","11.0%","27.5%","100%","0%",3,0,4,7,"43.8%","0.0%","0%",-40,26,-4,10.2,"28.4%",323,"21.6%","24.8%",0.51,0.2
"Vladimir","Top",14,"15.4%","11.0%","27.5%","57%","50%",35,30,58,3.1,"57.4%","19.5%","7%",-192,-6,-4.5,8.6,"26.5%",494,"26.7%","23.0%",0.48,0.14
"Xayah","ADC",14,"15.4%","4.4%","19.8%","43%","50%",37,23,51,3.8,"70.4%","15.4%","29%",-142,-137,-2.6,9.7,"32.3%",476,"27.0%","26.6%",0.38,0.33
"Xerath","Middle",1,"1.1%","0.0%","1.1%","0%","100%",3,3,5,2.7,"100.0%","18.8%","0%",15,-257,-16,8.9,"30.0%",808,"48.5%","27.4%",0.47,0.11
"Xin Zhao","Jungle",2,"2.2%","5.5%","7.7%","50%","0%",2,4,7,2.3,"52.9%","30.8%","50%",-125,-468,-7,4.3,"12.3%",114,"7.1%","14.5%",0.38,0.45
"Yasuo","ADC",2,"2.2%","16.5%","19.8%","0%","50%",6,9,5,1.2,"61.1%","23.7%","50%",19,-5,-7.5,8.9,"28.8%",361,"19.0%","25.2%",0.32,0.23
"Yasuo","Middle",1,"1.1%","16.5%","19.8%","100%","100%",2,1,7,9,"60.0%","100.0%","0%",-266,-125,-12,9.4,"28.2%",335,"21.1%","24.3%",0.46,0.13
"Yorick","Top",6,"6.6%","29.7%","36.3%","17%","83%",1,15,6,0.5,"22.6%","21.4%","0%",-552,-271,-13.7,9.1,"29.9%",393,"22.8%","24.8%",0.44,0.18
"Zac","Jungle",4,"4.4%","4.4%","8.8%","0%","50%",6,10,12,1.8,"78.3%","20.4%","25%",-227,-341,-11,4.3,"11.2%",130,"8.6%","15.2%",0.39,0.37
"Zed","-",0,"0%","1.1%","1.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zilean","Middle",6,"6.6%","9.9%","18.7%","67%","100%",7,8,32,4.9,"68.4%","17.4%","17%",-192,18,-9.7,8.6,"26.0%",463,"26.2%","21.6%",0.54,0.29
"Zilean","Support",1,"1.1%","9.9%","18.7%","0%","100%",1,3,9,3.3,"100.0%","15.8%","0%",-852,137,-13,0.6,"2.6%",227,"9.9%","8.8%",1.78,0.36
"Zilean","Top",1,"1.1%","9.9%","18.7%","0%","100%",0,5,6,1.2,"85.7%","26.3%","0%",17,490,-56,6.2,"25.0%",322,"14.3%","21.7%",1.17,0.27
"Zoe","Middle",21,"23.1%","38.5%","61.5%","48%","29%",60,28,85,5.2,"70.0%","13.5%","29%",60,-44,0.7,8.4,"24.6%",612,"34.9%","23.1%",0.49,0.19
