"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Elise","Jungle",31,"23.3%","46.6%","94.0%","55%","-",84,85,234,3.7,"67.2%","19.1%","-","-","-","-","-","-","-","-","15.7%","-","-"
"Elise","Support",2,"1.5%","46.6%","94.0%","100%","-",6,4,18,6,"57.1%","20.0%","-","-","-","-","-","-","-","-","12.2%","-","-"
"Elise","Top",30,"22.6%","46.6%","94.0%","33%","-",97,110,113,1.9,"52.4%","22.6%","-","-","-","-","-","-","-","-","21.4%","-","-"
"Evelynn","Jungle",12,"9.0%","24.8%","34.6%","58%","-",57,39,93,3.8,"65.8%","22.9%","-","-","-","-","-","-","-","-","18.0%","-","-"
"Evelynn","Middle",1,"0.8%","24.8%","34.6%","0%","-",0,5,7,1.4,"63.6%","20.8%","-","-","-","-","-","-","-","-","21.6%","-","-"
"Ezreal","ADC",42,"31.6%","1.5%","39.8%","40%","-",186,98,266,4.6,"71.2%","14.9%","-","-","-","-","-","-","-","-","27.8%","-","-"
"Ezreal","Jungle",2,"1.5%","1.5%","39.8%","0%","-",10,12,12,1.8,"91.7%","18.8%","-","-","-","-","-","-","-","-","22.1%","-","-"
"Ezreal","Middle",5,"3.8%","1.5%","39.8%","60%","-",34,18,42,4.2,"71.7%","19.1%","-","-","-","-","-","-","-","-","28.5%","-","-"
"Ezreal","Top",2,"1.5%","1.5%","39.8%","0%","-",4,12,16,1.7,"71.4%","18.2%","-","-","-","-","-","-","-","-","20.5%","-","-"
"Fiddlesticks","Jungle",6,"4.5%","2.3%","12.8%","50%","-",16,21,40,2.7,"75.7%","25.3%","-","-","-","-","-","-","-","-","12.9%","-","-"
"Fiddlesticks","Support",8,"6.0%","2.3%","12.8%","50%","-",9,24,62,3,"54.6%","20.0%","-","-","-","-","-","-","-","-","9.3%","-","-"
"Gragas","Jungle",1,"0.8%","3.0%","8.3%","0%","-",1,2,5,3,"75.0%","15.4%","-","-","-","-","-","-","-","-","11.0%","-","-"
"Gragas","Middle",5,"3.8%","3.0%","8.3%","60%","-",27,7,28,7.9,"67.9%","13.7%","-","-","-","-","-","-","-","-","28.7%","-","-"
"Gragas","Top",1,"0.8%","3.0%","8.3%","100%","-",5,2,11,8,"80.0%","50.0%","-","-","-","-","-","-","-","-","22.4%","-","-"
"Graves","ADC",17,"12.8%","0.8%","13.5%","41%","-",97,52,101,3.8,"68.8%","18.2%","-","-","-","-","-","-","-","-","29.0%","-","-"
"Irelia","Top",2,"1.5%","0.0%","1.5%","50%","-",5,6,13,3,"66.7%","22.2%","-","-","-","-","-","-","-","-","21.1%","-","-"
"Janna","Middle",2,"1.5%","4.5%","16.5%","0%","-",0,10,16,1.6,"66.7%","15.6%","-","-","-","-","-","-","-","-","17.1%","-","-"
"Janna","Support",14,"10.5%","4.5%","16.5%","64%","-",7,28,149,5.6,"66.4%","13.7%","-","-","-","-","-","-","-","-","11.5%","-","-"
"Jarvan IV","Jungle",52,"39.1%","6.8%","48.1%","44%","-",86,186,487,3.1,"79.7%","21.8%","-","-","-","-","-","-","-","-","14.2%","-","-"
"Jarvan IV","Top",3,"2.3%","6.8%","48.1%","33%","-",10,8,14,3,"88.9%","18.2%","-","-","-","-","-","-","-","-","24.6%","-","-"
"Jayce","ADC",4,"3.0%","38.3%","69.9%","50%","-",24,12,28,4.3,"81.3%","14.3%","-","-","-","-","-","-","-","-","24.8%","-","-"
"Jayce","Middle",22,"16.5%","38.3%","69.9%","68%","-",95,58,139,4,"76.5%","21.1%","-","-","-","-","-","-","-","-","25.6%","-","-"
"Jayce","Top",16,"12.0%","38.3%","69.9%","63%","-",68,45,119,4.2,"76.0%","19.5%","-","-","-","-","-","-","-","-","23.8%","-","-"
"Karma","Middle",2,"1.5%","0.0%","1.5%","0%","-",2,6,8,1.7,"71.4%","10.0%","-","-","-","-","-","-","-","-","24.1%","-","-"
"Karthus","Middle",22,"16.5%","28.6%","50.4%","23%","-",143,115,172,2.7,"79.5%","24.6%","-","-","-","-","-","-","-","-","27.2%","-","-"
"Karthus","Top",7,"5.3%","28.6%","50.4%","71%","-",34,36,59,2.6,"78.2%","28.6%","-","-","-","-","-","-","-","-","25.7%","-","-"
"Kassadin","Middle",7,"5.3%","9.0%","16.5%","71%","-",37,23,88,5.4,"82.2%","25.0%","-","-","-","-","-","-","-","-","20.8%","-","-"
"Kassadin","Top",3,"2.3%","9.0%","16.5%","0%","-",9,12,18,2.3,"77.1%","21.1%","-","-","-","-","-","-","-","-","23.3%","-","-"
"Kayle","Middle",7,"5.3%","4.5%","9.8%","29%","-",21,28,40,2.2,"69.3%","19.7%","-","-","-","-","-","-","-","-","24.5%","-","-"
"Kennen","ADC",2,"1.5%","24.8%","58.6%","0%","-",8,8,20,3.5,"66.7%","19.0%","-","-","-","-","-","-","-","-","25.7%","-","-"
"Kennen","Middle",8,"6.0%","24.8%","58.6%","63%","-",26,23,50,3.3,"74.5%","26.4%","-","-","-","-","-","-","-","-","21.7%","-","-"
"Kennen","Top",35,"26.3%","24.8%","58.6%","51%","-",107,138,210,2.3,"57.8%","26.3%","-","-","-","-","-","-","-","-","22.2%","-","-"
"Kha'Zix","Jungle",1,"0.8%","18.0%","27.1%","0%","-",0,5,2,0.4,"33.3%","41.7%","-","-","-","-","-","-","-","-","17.3%","-","-"
"Kha'Zix","Middle",6,"4.5%","18.0%","27.1%","100%","-",51,17,46,5.7,"69.8%","28.3%","-","-","-","-","-","-","-","-","27.1%","-","-"
"Kha'Zix","Top",5,"3.8%","18.0%","27.1%","20%","-",19,9,18,4.1,"58.7%","12.5%","-","-","-","-","-","-","-","-","23.6%","-","-"
"Kog'Maw","ADC",7,"5.3%","0.0%","5.3%","29%","-",31,22,47,3.5,"71.6%","19.6%","-","-","-","-","-","-","-","-","29.0%","-","-"
"Lee Sin","Jungle",26,"19.5%","17.3%","37.6%","46%","-",45,94,219,2.8,"66.8%","23.5%","-","-","-","-","-","-","-","-","13.5%","-","-"
"Lee Sin","Top",1,"0.8%","17.3%","37.6%","100%","-",4,2,9,6.5,"68.4%","40.0%","-","-","-","-","-","-","-","-","24.6%","-","-"
"Leona","Support",4,"3.0%","0.0%","3.0%","25%","-",4,14,27,2.2,"62.0%","17.5%","-","-","-","-","-","-","-","-","8.4%","-","-"
"Lissandra","Middle",7,"5.3%","7.5%","13.5%","57%","-",22,24,56,3.3,"71.6%","22.2%","-","-","-","-","-","-","-","-","24.1%","-","-"
"Lissandra","Support",1,"0.8%","7.5%","13.5%","0%","-",0,9,7,0.8,"100.0%","26.5%","-","-","-","-","-","-","-","-","11.6%","-","-"
"Lulu","Support",23,"17.3%","0.8%","18.0%","52%","-",28,47,207,5,"72.3%","13.3%","-","-","-","-","-","-","-","-","12.1%","-","-"
"Lux","Middle",3,"2.3%","0.0%","2.3%","0%","-",8,3,4,4,"63.2%","6.4%","-","-","-","-","-","-","-","-","25.8%","-","-"
"Malphite","Middle",1,"0.8%","0.8%","7.5%","0%","-",0,3,4,1.3,"100.0%","16.7%","-","-","-","-","-","-","-","-","20.7%","-","-"
"Malphite","Top",8,"6.0%","0.8%","7.5%","75%","-",31,21,76,5.1,"62.2%","19.4%","-","-","-","-","-","-","-","-","20.2%","-","-"
"Maokai","Jungle",2,"1.5%","0.0%","1.5%","0%","-",5,7,13,2.6,"69.2%","15.2%","-","-","-","-","-","-","-","-","14.9%","-","-"
"Master Yi","Jungle",1,"0.8%","2.3%","5.3%","0%","-",3,6,4,1.2,"100.0%","17.6%","-","-","-","-","-","-","-","-","20.0%","-","-"
"Master Yi","Middle",3,"2.3%","2.3%","5.3%","33%","-",23,11,9,2.9,"72.7%","23.4%","-","-","-","-","-","-","-","-","25.9%","-","-"
"Miss Fortune","-",0,"0%","0.8%","0.8%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nami","Support",16,"12.0%","1.5%","13.5%","25%","-",6,43,116,2.8,"75.3%","17.8%","-","-","-","-","-","-","-","-","9.5%","-","-"
"Nasus","Jungle",35,"26.3%","5.3%","31.6%","57%","-",55,80,288,4.3,"68.5%","17.4%","-","-","-","-","-","-","-","-","15.8%","-","-"
"Nautilus","Jungle",3,"2.3%","0.0%","2.3%","67%","-",3,9,25,3.1,"59.6%","27.3%","-","-","-","-","-","-","-","-","14.2%","-","-"
"Nidalee","Middle",2,"1.5%","0.8%","2.3%","0%","-",6,10,12,1.8,"64.3%","15.2%","-","-","-","-","-","-","-","-","20.5%","-","-"
"Nocturne","Jungle",23,"17.3%","6.0%","23.3%","61%","-",42,62,215,4.1,"60.5%","17.0%","-","-","-","-","-","-","-","-","14.6%","-","-"
"Nunu & Willump","Jungle",10,"7.5%","31.6%","39.1%","40%","-",15,40,97,2.8,"73.7%","25.2%","-","-","-","-","-","-","-","-","13.7%","-","-"
"Orianna","Middle",28,"21.1%","6.8%","30.1%","50%","-",104,67,186,4.3,"80.6%","17.4%","-","-","-","-","-","-","-","-","26.7%","-","-"
"Orianna","Top",3,"2.3%","6.8%","30.1%","67%","-",25,10,25,5,"73.5%","16.7%","-","-","-","-","-","-","-","-","24.1%","-","-"
"Pantheon","Jungle",1,"0.8%","0.0%","2.3%","0%","-",7,6,9,2.7,"84.2%","33.3%","-","-","-","-","-","-","-","-","15.3%","-","-"
"Pantheon","Middle",2,"1.5%","0.0%","2.3%","100%","-",8,4,20,7,"77.8%","20.0%","-","-","-","-","-","-","-","-","21.5%","-","-"
"Renekton","Middle",9,"6.8%","0.8%","16.5%","33%","-",15,26,36,2,"48.6%","16.1%","-","-","-","-","-","-","-","-","23.2%","-","-"
"Renekton","Top",12,"9.0%","0.8%","16.5%","0%","-",31,55,51,1.5,"68.3%","21.0%","-","-","-","-","-","-","-","-","21.5%","-","-"
"Rengar","-",0,"0%","2.3%","2.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Riven","Top",9,"6.8%","12.0%","18.8%","67%","-",40,33,24,1.9,"48.5%","22.0%","-","-","-","-","-","-","-","-","26.1%","-","-"
"Rumble","Middle",9,"6.8%","16.5%","36.8%","44%","-",26,33,65,2.8,"74.6%","20.9%","-","-","-","-","-","-","-","-","19.6%","-","-"
"Rumble","Top",18,"13.5%","16.5%","36.8%","61%","-",81,57,104,3.2,"75.2%","25.1%","-","-","-","-","-","-","-","-","20.5%","-","-"
"Ryze","Middle",14,"10.5%","17.3%","37.6%","50%","-",47,34,72,3.5,"66.9%","19.1%","-","-","-","-","-","-","-","-","23.3%","-","-"
"Ryze","Top",13,"9.8%","17.3%","37.6%","69%","-",59,48,104,3.4,"71.5%","24.5%","-","-","-","-","-","-","-","-","23.6%","-","-"
"Sejuani","Jungle",9,"6.8%","2.3%","9.0%","56%","-",5,33,62,2,"55.8%","22.6%","-","-","-","-","-","-","-","-","10.6%","-","-"
"Shen","Jungle",1,"0.8%","39.8%","68.4%","0%","-",0,2,6,3,"85.7%","13.3%","-","-","-","-","-","-","-","-","15.7%","-","-"
"Shen","Middle",2,"1.5%","39.8%","68.4%","50%","-",4,2,11,7.5,"57.7%","9.1%","-","-","-","-","-","-","-","-","24.4%","-","-"
"Shen","Top",35,"26.3%","39.8%","68.4%","54%","-",103,62,335,7.1,"71.0%","13.3%","-","-","-","-","-","-","-","-","21.8%","-","-"
"Singed","Jungle",2,"1.5%","0.0%","1.5%","0%","-",2,16,10,0.8,"42.9%","24.2%","-","-","-","-","-","-","-","-","21.1%","-","-"
"Sona","Support",56,"42.1%","11.3%","53.4%","54%","-",81,152,602,4.5,"76.3%","18.2%","-","-","-","-","-","-","-","-","11.5%","-","-"
"Thresh","Support",78,"58.6%","25.6%","84.2%","49%","-",57,274,718,2.8,"68.2%","23.7%","-","-","-","-","-","-","-","-","9.6%","-","-"
"Tristana","ADC",22,"16.5%","7.5%","24.1%","55%","-",73,59,108,3.1,"61.8%","19.0%","-","-","-","-","-","-","-","-","26.9%","-","-"
"Trundle","Jungle",1,"0.8%","0.8%","1.5%","0%","-",0,5,5,1,"83.3%","29.4%","-","-","-","-","-","-","-","-","14.0%","-","-"
"Tryndamere","Top",2,"1.5%","3.8%","5.3%","50%","-",14,9,9,2.6,"62.2%","27.3%","-","-","-","-","-","-","-","-","22.0%","-","-"
"Twisted Fate","Middle",20,"15.0%","47.4%","69.9%","45%","-",68,60,167,3.9,"72.1%","20.1%","-","-","-","-","-","-","-","-","25.6%","-","-"
"Twisted Fate","Top",10,"7.5%","47.4%","69.9%","30%","-",31,63,69,1.6,"59.9%","28.9%","-","-","-","-","-","-","-","-","22.5%","-","-"
"Twitch","ADC",31,"23.3%","10.5%","33.8%","48%","-",135,99,145,2.8,"69.3%","20.4%","-","-","-","-","-","-","-","-","25.4%","-","-"
"Urgot","ADC",2,"1.5%","1.5%","3.0%","50%","-",2,11,8,0.9,"34.5%","23.9%","-","-","-","-","-","-","-","-","23.4%","-","-"
"Varus","ADC",21,"15.8%","2.3%","18.0%","29%","-",79,67,130,3.1,"70.4%","16.3%","-","-","-","-","-","-","-","-","27.5%","-","-"
"Vayne","ADC",27,"20.3%","0.8%","21.8%","52%","-",130,67,147,4.1,"64.6%","17.1%","-","-","-","-","-","-","-","-","26.6%","-","-"
"Vayne","Top",1,"0.8%","0.8%","21.8%","0%","-",7,4,4,2.8,"68.8%","16.0%","-","-","-","-","-","-","-","-","28.0%","-","-"
"Viktor","Middle",2,"1.5%","0.0%","1.5%","0%","-",12,10,18,3,"71.4%","23.8%","-","-","-","-","-","-","-","-","25.4%","-","-"
"Vladimir","Middle",3,"2.3%","1.5%","8.3%","67%","-",9,17,19,1.6,"59.6%","30.9%","-","-","-","-","-","-","-","-","18.7%","-","-"
"Vladimir","Top",6,"4.5%","1.5%","8.3%","17%","-",15,26,12,1,"50.9%","24.3%","-","-","-","-","-","-","-","-","23.6%","-","-"
"Xerath","Middle",5,"3.8%","0.0%","3.8%","80%","-",28,13,17,3.5,"63.4%","20.0%","-","-","-","-","-","-","-","-","25.7%","-","-"
"Xin Zhao","ADC",1,"0.8%","0.0%","5.3%","0%","-",1,4,5,1.5,"75.0%","23.5%","-","-","-","-","-","-","-","-","20.6%","-","-"
"Xin Zhao","Jungle",6,"4.5%","0.0%","5.3%","33%","-",15,27,41,2.1,"65.9%","27.0%","-","-","-","-","-","-","-","-","17.2%","-","-"
"Yorick","Top",5,"3.8%","0.0%","3.8%","0%","-",9,16,19,1.8,"73.7%","17.4%","-","-","-","-","-","-","-","-","21.7%","-","-"
"Zac","Jungle",33,"24.8%","20.3%","64.7%","61%","-",61,64,357,6.5,"70.8%","14.3%","-","-","-","-","-","-","-","-","15.1%","-","-"
"Zac","Top",26,"19.5%","20.3%","64.7%","77%","-",90,61,198,4.7,"59.9%","18.3%","-","-","-","-","-","-","-","-","21.1%","-","-"
"Zed","Middle",31,"23.3%","29.3%","57.1%","65%","-",155,90,140,3.3,"57.6%","21.7%","-","-","-","-","-","-","-","-","25.4%","-","-"
"Zed","Top",6,"4.5%","29.3%","57.1%","50%","-",18,20,18,1.8,"46.2%","22.5%","-","-","-","-","-","-","-","-","25.0%","-","-"
"Ziggs","Middle",1,"0.8%","1.5%","2.3%","0%","-",1,1,1,2,"66.7%","5.9%","-","-","-","-","-","-","-","-","36.3%","-","-"
"Zilean","Top",1,"0.8%","0.0%","0.8%","0%","-",3,3,4,2.3,"87.5%","17.6%","-","-","-","-","-","-","-","-","26.1%","-","-"
"Zyra","Support",42,"31.6%","0.8%","32.3%","62%","-",46,142,420,3.3,"63.6%","22.5%","-","-","-","-","-","-","-","-","12.1%","-","-"
