"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Kha'Zix","Jungle",21,"72.4%","3.4%","75.9%","48%","-",60,54,116,3.3,"69.6%","21.8%","38%",-99,-139,0.8,3.9,"14.2%",338,"18.5%","18.0%",0.47,0.21
"Kog'Maw","ADC",9,"31.0%","3.4%","37.9%","44%","-",48,15,48,6.4,"76.2%","16.9%","22%",-146,94,-2.6,7.6,"27.2%",690,"36.2%","25.4%",0.21,0.15
"Kog'Maw","Middle",1,"3.4%","3.4%","37.9%","0%","-",6,4,5,2.8,"57.9%","21.1%","0%",-308,-854,-22,8,"32.0%",783,"41.2%","26.0%",0.23,0.1
"Lee Sin","Jungle",9,"31.0%","24.1%","55.2%","56%","-",15,36,66,2.3,"62.3%","28.8%","56%",-61,-207,-4.2,2.7,"8.3%",210,"10.4%","13.8%",0.77,0.15
"Leona","Support",1,"3.4%","0.0%","3.4%","0%","-",2,4,10,3,"80.0%","23.5%","100%",270,5,1,1.2,"4.7%",196,"10.6%","13.6%",1.12,0.21
"Lucian","ADC",19,"65.5%","0.0%","65.5%","37%","-",73,48,82,3.2,"74.2%","17.3%","21%",47,8,5.3,8.5,"32.5%",533,"30.4%","27.1%",0.19,0.12
"Lulu","Support",1,"3.4%","6.9%","65.5%","0%","-",0,2,11,5.5,"84.6%","11.1%","0%",-48,83,-3,0.4,"1.9%",181,"9.1%","13.0%",1.1,0.19
"Lulu","Top",16,"55.2%","6.9%","65.5%","38%","-",25,41,102,3.1,"69.4%","19.2%","31%",60,210,5.8,6.9,"24.7%",344,"20.9%","21.9%",0.38,0.07
"Maokai","Top",14,"48.3%","41.4%","89.7%","64%","-",18,39,112,3.3,"67.0%","30.2%","7%",-75,-215,-2.3,6.5,"23.5%",335,"18.2%","19.5%",0.31,0.1
"Morgana","Support",2,"6.9%","0.0%","6.9%","50%","-",1,8,16,2.1,"81.0%","27.6%","100%",576,401,7,0.7,"2.6%",249,"14.4%","14.6%",0.87,0.15
"Nami","Support",19,"65.5%","0.0%","65.5%","47%","-",14,40,183,4.9,"82.4%","16.7%","26%",63,-169,-7.4,0.4,"1.9%",130,"6.9%","11.4%",1.19,0.29
"Nasus","Top",2,"6.9%","0.0%","6.9%","50%","-",2,3,3,1.7,"38.5%","9.7%","0%",-216,-589,-10,7.1,"25.0%",358,"20.1%","22.2%",0.5,0.02
"Nidalee","Top",3,"10.3%","89.7%","100.0%","67%","-",8,9,11,2.1,"43.2%","22.5%","0%",288,730,9,7,"28.5%",386,"21.1%","21.3%",0.42,0.07
"Nocturne","Jungle",2,"6.9%","0.0%","6.9%","50%","-",5,10,12,1.7,"70.8%","30.3%","0%",-24,548,5.5,3.6,"14.5%",172,"10.0%","17.9%",0.41,0.16
"Nunu & Willump","Jungle",13,"44.8%","51.7%","96.6%","46%","-",15,23,112,5.5,"78.9%","15.2%","23%",110,182,0.5,2.6,"8.1%",142,"8.1%","15.4%",1.15,0.22
"Olaf","Top",1,"3.4%","0.0%","3.4%","0%","-",1,2,1,1,"50.0%","12.5%","100%",383,833,13,8.8,"30.8%",330,"25.0%","27.8%",0.46,0.23
"Orianna","Middle",9,"31.0%","0.0%","31.0%","56%","-",24,18,53,4.3,"85.6%","19.4%","33%",-40,12,1.3,9,"32.6%",491,"28.5%","26.3%",0.23,0.18
"Ryze","Middle",2,"6.9%","31.0%","72.4%","0%","-",3,4,4,1.8,"77.8%","16.7%","0%",-268,298,-3,8,"27.6%",184,"15.8%","27.1%",0.36,0.06
"Ryze","Top",10,"34.5%","31.0%","72.4%","60%","-",23,30,58,2.7,"62.3%","22.6%","30%",-150,-672,-11.7,6.4,"24.0%",462,"23.5%","20.3%",0.39,0.11
"Syndra","Middle",10,"34.5%","51.7%","86.2%","80%","-",45,20,62,5.4,"72.3%","18.7%","0%",192,100,7.1,8.6,"30.9%",637,"31.7%","25.4%",0.22,0.17
"Thresh","Support",13,"44.8%","3.4%","48.3%","46%","-",6,53,97,1.9,"68.7%","30.5%","15%",-153,-31,2.6,0.7,"2.7%",105,"5.7%","9.5%",1.04,0.17
"Tristana","ADC",17,"58.6%","27.6%","86.2%","76%","-",81,24,80,6.7,"69.1%","14.1%","29%",52,-47,-3.9,8.3,"31.4%",570,"29.6%","25.5%",0.21,0.17
"Twisted Fate","Middle",1,"3.4%","0.0%","3.4%","0%","-",8,4,9,4.3,"94.4%","16.0%","100%",1559,594,3,9.1,"36.8%",711,"39.6%","33.4%",0.37,0.33
"Twitch","ADC",2,"6.9%","20.7%","27.6%","0%","-",12,7,13,3.6,"67.6%","15.9%","0%",-233,354,-8.5,7,"26.7%",495,"26.7%","23.8%",0.12,0.11
"Vayne","-",0,"0%","10.3%","10.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Xerath","Middle",4,"13.8%","0.0%","13.8%","50%","-",17,5,21,7.6,"73.1%","12.2%","50%",166,218,1,8.2,"28.9%",879,"42.1%","25.0%",0.21,0.11
"Yasuo","Middle",15,"51.7%","0.0%","51.7%","47%","-",44,54,89,2.5,"68.9%","26.7%","0%",-73,-64,0.7,9,"32.1%",372,"21.4%","26.0%",0.29,0.12
"Zed","Middle",6,"20.7%","62.1%","82.8%","67%","-",26,12,30,4.7,"71.8%","22.6%","100%",73,47,-0.5,8.3,"27.0%",543,"30.6%","24.6%",0.34,0.13
"Ziggs","Middle",4,"13.8%","13.8%","27.6%","75%","-",16,2,25,20.5,"70.7%","3.9%","0%",-439,-249,-5.3,9.5,"35.7%",751,"34.7%","27.0%",0.15,0.05
"Zilean","Middle",1,"3.4%","51.7%","75.9%","0%","-",3,2,8,5.5,"73.3%","11.8%","0%",55,47,-14,6.8,"22.2%",249,"13.5%","21.3%",0.27,0.12
"Zilean","Support",6,"20.7%","51.7%","75.9%","50%","-",5,16,44,3.1,"71.0%","18.4%","50%",59,432,-3.7,0.6,"2.9%",137,"7.8%","11.5%",1.12,0.22
