"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Rek'Sai","Jungle",1,"7.7%","38.5%","46.2%","100%","-",0,2,5,2.5,"62.5%","22.2%","0%",-542,-308,-3,4.5,"14.2%",211,"12.1%","19.1%",1.06,0.41
"Ryze","Middle",1,"7.7%","53.8%","100.0%","100%","-",0,1,9,9,"60.0%","50.0%","0%",-366,-481,-20,8.3,"24.3%",390,"18.7%","19.5%",0.52,0.13
"Ryze","Top",5,"38.5%","53.8%","100.0%","80%","-",19,12,37,4.7,"80.0%","26.1%","40%",68,280,4.2,6.9,"25.5%",558,"25.1%","21.1%",0.55,0.1
"Shen","Top",1,"7.7%","0.0%","7.7%","100%","-",2,0,10,12,"80.0%","0.0%","100%",-14,-395,-9,7.5,"22.6%",388,"18.6%","20.3%",0.68,0.1
"Sivir","ADC",3,"23.1%","30.8%","53.8%","67%","-",10,4,17,6.8,"81.8%","14.3%","0%",-219,-311,-9.7,8.6,"33.1%",636,"28.1%","24.9%",0.42,0.28
"Thresh","-",0,"0%","7.7%","7.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Trundle","Support",3,"23.1%","0.0%","30.8%","67%","-",3,10,22,2.5,"67.6%","24.4%","33%",34,-147,1.3,1.2,"5.7%",105,"5.0%","12.5%",1.19,0.27
"Trundle","Top",1,"7.7%","0.0%","30.8%","100%","-",4,2,13,8.5,"100.0%","33.3%","100%",-10,-45,-5,7.4,"25.0%",408,"17.8%","21.8%",0.63,0.39
"Twisted Fate","Middle",3,"23.1%","7.7%","30.8%","100%","-",7,6,34,6.8,"70.7%","26.1%","33%",31,-468,-5.7,8.1,"28.4%",471,"19.2%","23.4%",0.44,0.07
"Vel'Koz","Middle",2,"15.4%","0.0%","15.4%","50%","-",7,5,11,3.6,"78.3%","20.0%","50%",-83,-389,-9,7.8,"27.7%",669,"35.0%","25.2%",0.31,0.14
"Zac","Jungle",1,"7.7%","0.0%","7.7%","0%","-",1,3,7,2.7,"80.0%","15.8%","0%",-666,-396,-8,3.4,"13.0%",217,"15.9%","16.9%",0.28,0.56
