"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Dr. Mundo","Top",1,"1.1%","0.0%","1.1%","0%","-",0,3,0,0,"-","16.7%","0%",-11,195,0,6.8,"25.8%",223,"20.8%","21.8%",0.34,0.17
"Draven","ADC",1,"1.1%","0.0%","1.1%","100%","-",5,2,6,5.5,"52.4%","33.3%","100%",1917,646,17,8.8,"31.8%",407,"21.6%","25.9%",0.09,0.09
"Ekko","Jungle",5,"5.4%","9.7%","21.5%","40%","-",10,12,41,4.3,"68.0%","15.2%","40%",66,208,-2.4,3,"10.2%",221,"12.7%","17.0%",0.9,0.28
"Ekko","Middle",3,"3.2%","9.7%","21.5%","33%","-",24,9,19,4.8,"81.1%","21.4%","0%",205,162,2.3,8.6,"30.5%",628,"35.3%","27.0%",0.31,0.12
"Ekko","Top",3,"3.2%","9.7%","21.5%","67%","-",17,8,17,4.3,"61.8%","21.6%","0%",248,764,13.3,7.4,"27.4%",512,"24.4%","21.9%",0.53,0.03
"Elise","Jungle",2,"2.2%","0.0%","2.2%","50%","-",5,5,19,4.8,"64.9%","17.2%","50%",284,88,-1.5,2.8,"9.2%",278,"15.0%","17.3%",1.31,0.38
"Evelynn","Jungle",14,"15.1%","5.4%","20.4%","29%","-",26,54,101,2.4,"67.2%","22.0%","36%",46,-36,-1.1,2.9,"9.8%",268,"14.7%","16.2%",0.87,0.18
"Ezreal","ADC",4,"4.3%","1.1%","18.3%","75%","-",23,5,32,11,"82.1%","14.3%","25%",57,246,8.3,7.4,"26.9%",721,"33.5%","25.0%",0.17,0.18
"Ezreal","Middle",12,"12.9%","1.1%","18.3%","50%","-",41,22,39,3.6,"65.6%","16.7%","8%",-87,-76,-6,9,"32.5%",785,"44.4%","28.4%",0.37,0.19
"Fizz","Middle",2,"2.2%","12.9%","28.0%","50%","-",10,9,17,3,"62.8%","29.0%","50%",-81,-269,-12,7.2,"24.7%",433,"22.0%","20.5%",0.52,0.11
"Fizz","Top",12,"12.9%","12.9%","28.0%","42%","-",44,45,35,1.8,"55.6%","23.8%","25%",183,300,6.2,6.6,"23.7%",282,"16.7%","21.2%",0.48,0.08
"Gnar","Top",27,"29.0%","2.2%","31.2%","70%","-",65,50,230,5.9,"63.7%","14.3%","11%",-70,77,-1.1,6.5,"23.1%",351,"18.2%","19.7%",0.6,0.1
"Gragas","Jungle",45,"48.4%","39.8%","88.2%","53%","-",77,90,366,4.9,"73.7%","14.9%","38%",-69,-148,-1.2,2.9,"10.1%",195,"11.0%","16.5%",0.88,0.35
"Graves","ADC",4,"4.3%","0.0%","4.3%","50%","-",15,12,19,2.8,"63.0%","22.6%","25%",285,208,9.8,8.3,"27.4%",440,"22.9%","23.8%",0.17,0.17
"Hecarim","Middle",1,"1.1%","12.9%","33.3%","100%","-",3,7,13,2.3,"84.2%","35.0%","0%",472,375,27,7.3,"26.8%",532,"24.9%","24.3%",0.11,0.18
"Hecarim","Top",18,"19.4%","12.9%","33.3%","39%","-",72,63,103,2.8,"72.0%","22.7%","22%",21,-15,-1.9,6.9,"28.0%",358,"20.7%","23.2%",0.62,0.1
"Irelia","Middle",1,"1.1%","9.7%","18.3%","100%","-",7,1,7,14,"66.7%","16.7%","0%",183,322,5,9.1,"31.8%",458,"24.4%","24.5%",0.22,0.06
"Irelia","Top",7,"7.5%","9.7%","18.3%","14%","-",22,28,20,1.5,"62.7%","21.2%","0%",-199,-287,0,6.8,"26.5%",276,"17.9%","22.9%",0.33,0.15
"Janna","Support",24,"25.8%","0.0%","25.8%","58%","-",5,49,262,5.4,"85.9%","16.7%","21%",-19,22,-4.7,0.5,"2.3%",62,"3.5%","11.9%",1.32,0.32
"Jarvan IV","Jungle",6,"6.5%","6.5%","19.4%","67%","-",10,15,62,4.8,"90.0%","19.5%","67%",-323,-427,-5.5,2.9,"9.7%",149,"9.1%","17.3%",0.9,0.38
"Jarvan IV","Middle",3,"3.2%","6.5%","19.4%","67%","-",6,6,16,3.7,"71.0%","20.7%","0%",47,-175,3.3,8.1,"24.7%",321,"23.3%","22.8%",0.35,0.14
"Jarvan IV","Top",3,"3.2%","6.5%","19.4%","67%","-",14,9,20,3.8,"81.0%","22.5%","33%",470,611,12,7.8,"28.5%",396,"24.0%","25.7%",0.33,0.09
"Jayce","Middle",6,"6.5%","0.0%","6.5%","17%","-",14,17,32,2.7,"78.0%","17.0%","0%",54,109,3,7.5,"29.3%",625,"32.5%","24.8%",0.31,0.17
"Jinx","ADC",15,"16.1%","0.0%","16.1%","40%","-",56,31,64,3.9,"77.4%","15.3%","27%",157,48,4.3,8.9,"35.7%",465,"27.2%","29.1%",0.1,0.15
"Kalista","ADC",29,"31.2%","65.6%","96.8%","62%","-",156,77,186,4.4,"69.4%","20.1%","24%",62,57,1.2,8.1,"31.2%",468,"24.4%","25.5%",0.14,0.13
"Karma","Support",5,"5.4%","1.1%","6.5%","60%","-",2,12,66,5.7,"81.9%","20.3%","20%",201,-47,-2.6,0.6,"2.3%",229,"11.9%","12.2%",1.1,0.21
"Kassadin","Middle",5,"5.4%","4.3%","10.8%","20%","-",16,13,28,3.4,"68.8%","15.1%","20%",-163,-215,-5.2,7.4,"27.3%",474,"28.6%","23.0%",0.29,0.21
"Kassadin","Top",1,"1.1%","4.3%","10.8%","100%","-",7,1,10,17,"81.0%","16.7%","100%",194,437,4,6.3,"25.4%",620,"33.0%","22.0%",0.59,0.19
"Kennen","Top",1,"1.1%","0.0%","1.1%","100%","-",4,4,10,3.5,"63.6%","19.0%","100%",107,103,3,5.2,"16.9%",564,"24.2%","17.3%",0.73,0.08
"Kha'Zix","Top",1,"1.1%","0.0%","1.1%","100%","-",7,2,6,6.5,"59.1%","22.2%","100%",-115,-889,-13,6.7,"23.8%",285,"16.6%","22.0%",0.53,0.11
"Kog'Maw","ADC",7,"7.5%","7.5%","26.9%","57%","-",27,14,50,5.5,"70.0%","16.1%","14%",-158,116,-1,7.5,"27.9%",628,"33.4%","23.1%",0.24,0.17
"Kog'Maw","Middle",11,"11.8%","7.5%","26.9%","82%","-",51,21,74,6,"74.9%","16.5%","18%",-66,-171,-4.7,8.2,"30.4%",984,"47.1%","25.4%",0.31,0.15
"LeBlanc","Middle",8,"8.6%","18.3%","26.9%","88%","-",58,12,36,7.8,"71.2%","14.0%","38%",322,238,6.5,8,"27.3%",722,"39.2%","24.8%",0.26,0.24
"Lee Sin","Jungle",13,"14.0%","1.1%","15.1%","54%","-",43,33,111,4.7,"77.8%","21.4%","38%",58,82,0.7,3,"9.8%",232,"13.6%","17.6%",0.83,0.28
"Lucian","ADC",6,"6.5%","0.0%","6.5%","17%","-",19,23,25,1.9,"77.2%","22.3%","33%",-142,-77,0.8,8.4,"31.5%",454,"28.1%","27.2%",0.13,0.18
"Lulu","Middle",6,"6.5%","0.0%","7.5%","50%","-",16,11,38,4.9,"67.5%","15.1%","17%",6,-13,-3.2,7.7,"28.0%",399,"21.6%","23.0%",0.3,0.12
"Lulu","Top",1,"1.1%","0.0%","7.5%","0%","-",0,3,5,1.7,"45.5%","15.0%","0%",-34,51,-2,6.2,"22.1%",204,"9.5%","18.4%",0.7,0.13
"Malphite","Middle",1,"1.1%","0.0%","2.2%","100%","-",1,1,8,9,"56.3%","9.1%","0%",261,363,13,6.6,"20.1%",564,"28.2%","18.5%",0.56,0.07
"Malphite","Support",1,"1.1%","0.0%","2.2%","0%","-",2,6,5,1.2,"50.0%","23.1%","0%",-223,-295,1,0.7,"2.3%",148,"9.7%","7.5%",1.12,0.11
"Maokai","Top",38,"40.9%","7.5%","48.4%","53%","-",71,100,291,3.6,"72.8%","22.4%","24%",-18,-55,-0.8,5.8,"20.7%",263,"15.7%","18.3%",0.5,0.09
"Master Yi","Middle",1,"1.1%","0.0%","1.1%","0%","-",2,3,5,2.3,"70.0%","15.0%","0%",-916,-1037,-16,8.1,"33.1%",252,"18.1%","26.7%",0.59,0.07
"Morgana","Support",6,"6.5%","0.0%","6.5%","50%","-",7,21,53,2.9,"69.8%","25.6%","17%",107,13,-2.5,0.5,"2.4%",139,"7.6%","10.8%",1.17,0.31
"Nautilus","Jungle",2,"2.2%","6.5%","48.4%","50%","-",0,10,13,1.3,"41.9%","27.0%","0%",-343,-212,0.5,3.3,"10.9%",223,"11.6%","14.6%",0.65,0.27
"Nautilus","Support",27,"29.0%","6.5%","48.4%","33%","-",22,123,204,1.8,"72.4%","26.5%","33%",-15,70,4.1,1.1,"4.5%",164,"10.1%","9.7%",1.1,0.24
"Nautilus","Top",10,"10.8%","6.5%","48.4%","50%","-",16,34,86,3,"78.5%","27.9%","40%",44,-144,0.9,5.9,"20.9%",306,"15.7%","18.4%",0.6,0.07
"Nidalee","Jungle",15,"16.1%","31.2%","48.4%","60%","-",59,33,78,4.2,"71.7%","20.6%","40%",314,369,8.1,4.2,"14.7%",402,"22.5%","21.7%",0.73,0.39
"Nidalee","Middle",1,"1.1%","31.2%","48.4%","0%","-",5,3,8,4.3,"72.2%","13.0%","0%",179,281,-23,6.8,"29.3%",497,"29.6%","25.5%",0.23,0.23
"Nocturne","Jungle",3,"3.2%","0.0%","3.2%","0%","-",7,9,21,3.1,"84.8%","15.8%","33%",180,425,4,3.4,"11.7%",215,"14.8%","18.8%",0.49,0.32
"Nunu & Willump","Jungle",7,"7.5%","0.0%","7.5%","43%","-",5,27,76,3,"79.4%","20.8%","43%",67,-265,-1.3,2.7,"9.0%",188,"9.5%","15.5%",1.1,0.41
"Olaf","Jungle",1,"1.1%","2.2%","5.4%","0%","-",2,5,13,3,"83.3%","20.8%","0%",-118,-367,-1,2.7,"9.8%",415,"13.3%","16.1%",0.63,0.12
"Olaf","Top",2,"2.2%","2.2%","5.4%","100%","-",16,5,12,5.6,"68.3%","33.3%","100%",434,650,13,5.9,"22.9%",588,"23.8%","22.2%",0.65,0.1
"Orianna","Middle",16,"17.2%","1.1%","18.3%","63%","-",55,24,123,7.4,"75.7%","14.4%","19%",154,256,9.9,9.5,"33.0%",476,"27.3%","25.7%",0.38,0.11
"Rek'Sai","Jungle",45,"48.4%","26.9%","75.3%","49%","-",65,116,384,3.9,"72.1%","18.4%","36%",37,88,0.6,3.2,"11.0%",219,"12.3%","17.4%",0.93,0.34
"Rengar","Jungle",2,"2.2%","0.0%","2.2%","50%","-",5,10,11,1.6,"61.5%","41.7%","50%",-626,-731,-9,2.9,"12.4%",267,"15.5%","16.7%",0.38,0.3
"Riven","Top",1,"1.1%","0.0%","1.1%","0%","-",0,9,1,0.1,"14.3%","42.9%","0%",-828,-1353,-10,7.3,"30.5%",234,"18.9%","20.4%",0.38,0.06
"Rumble","Middle",2,"2.2%","22.6%","62.4%","0%","-",4,11,15,1.7,"82.6%","22.4%","0%",-829,-521,-17.5,5.2,"20.0%",541,"30.5%","20.1%",0.13,0.03
"Rumble","Top",35,"37.6%","22.6%","62.4%","40%","-",123,139,209,2.4,"69.9%","24.3%","23%",-77,-194,-2.1,5.8,"21.9%",507,"26.7%","19.6%",0.53,0.06
"Ryze","Top",5,"5.4%","83.9%","89.2%","80%","-",21,11,32,4.8,"68.8%","29.7%","60%",-15,197,-4,7.1,"25.8%",428,"24.9%","21.7%",0.54,0.07
"Sejuani","Jungle",14,"15.1%","3.2%","18.3%","43%","-",22,30,120,4.7,"78.5%","14.4%","29%",-59,84,0.2,3.6,"13.0%",191,"11.0%","18.7%",0.8,0.36
"Shen","Support",8,"8.6%","8.6%","32.3%","50%","-",5,24,73,3.3,"81.3%","25.8%","13%",-91,101,2.3,1,"3.7%",81,"5.0%","9.7%",1.29,0.26
"Shen","Top",14,"15.1%","8.6%","32.3%","43%","-",24,31,105,4.2,"74.1%","16.1%","21%",22,118,-2.2,6.3,"23.9%",253,"15.0%","20.1%",0.53,0.09
"Shyvana","Jungle",3,"3.2%","0.0%","3.2%","100%","-",8,6,21,4.8,"61.7%","35.3%","33%",77,292,1.7,4.8,"18.2%",353,"16.8%","20.8%",0.31,0.45
"Sion","Top",1,"1.1%","0.0%","1.1%","100%","-",3,2,10,6.5,"65.0%","33.3%","100%",565,618,10,6,"18.9%",319,"18.2%","18.1%",0.57,0.14
"Sivir","ADC",51,"54.8%","31.2%","86.0%","57%","-",209,117,354,4.8,"77.3%","16.6%","16%",-112,10,-1,8.8,"33.3%",510,"28.2%","27.2%",0.16,0.19
"Syndra","Middle",1,"1.1%","0.0%","1.1%","0%","-",6,4,5,2.8,"68.8%","17.4%","0%",140,-318,-3,8.5,"29.9%",509,"27.8%","25.5%",0.17,0.25
"Thresh","Support",36,"38.7%","7.5%","46.2%","56%","-",28,117,398,3.6,"75.3%","23.9%","50%",4,-111,1,0.8,"3.1%",107,"5.6%","9.7%",1.14,0.27
"Tristana","ADC",20,"21.5%","3.2%","24.7%","55%","-",105,42,86,4.5,"70.5%","15.3%","35%",128,-30,1.1,9.2,"35.3%",496,"26.9%","28.9%",0.14,0.25
"Twisted Fate","Middle",13,"14.0%","12.9%","26.9%","54%","-",37,34,83,3.5,"67.4%","20.2%","15%",163,-378,-9.9,8.1,"28.7%",488,"29.7%","26.0%",0.24,0.11
"Urgot","ADC",2,"2.2%","7.5%","14.0%","0%","-",5,7,6,1.6,"61.1%","18.9%","0%",-121,-439,-5.5,6.3,"19.0%",329,"20.6%","20.4%",0.15,0.11
"Urgot","Middle",4,"4.3%","7.5%","14.0%","75%","-",16,14,29,3.2,"60.0%","29.2%","0%",9,-301,6,7.4,"23.9%",448,"23.4%","22.2%",0.2,0.09
"Varus","ADC",1,"1.1%","1.1%","11.8%","0%","-",0,2,1,0.5,"50.0%","20.0%","0%",-224,332,-12,8.1,"28.9%",244,"26.7%","23.1%",0.18,0
"Varus","Middle",9,"9.7%","1.1%","11.8%","44%","-",35,27,63,3.6,"70.5%","17.5%","22%",-2,-44,3.7,7.7,"28.5%",897,"39.6%","24.5%",0.41,0.15
"Vayne","ADC",10,"10.8%","0.0%","10.8%","30%","-",50,25,45,3.8,"66.9%","15.3%","30%",-75,-121,-2.4,8.6,"31.6%",438,"24.3%","27.1%",0.15,0.2
"Vi","Jungle",3,"3.2%","0.0%","3.2%","33%","-",3,15,20,1.5,"63.9%","28.8%","0%",69,89,-4,2.6,"9.5%",132,"6.5%","16.2%",1.03,0.38
"Viktor","Middle",21,"22.6%","1.1%","23.7%","19%","-",67,59,74,2.4,"66.8%","18.6%","5%",-155,-42,-2.2,8.9,"32.7%",533,"33.3%","26.4%",0.39,0.12
"Vladimir","Middle",3,"3.2%","10.8%","18.3%","67%","-",7,9,25,3.6,"58.2%","20.5%","67%",-8,38,-10,8,"29.0%",520,"26.5%","22.1%",0.39,0.09
"Vladimir","Top",4,"4.3%","10.8%","18.3%","25%","-",14,15,24,2.5,"66.7%","20.0%","50%",-2,-182,4,7.9,"29.9%",598,"32.9%","24.5%",0.52,0.07
"Xerath","Middle",1,"1.1%","0.0%","1.1%","0%","-",4,2,5,4.5,"60.0%","10.5%","0%",260,-262,-15,8.8,"33.2%",1161,"52.1%","26.7%",0.66,0.04
"Xin Zhao","Jungle",2,"2.2%","0.0%","2.2%","50%","-",7,8,15,2.8,"55.0%","22.9%","50%",-533,-630,-4,2.7,"8.2%",201,"10.4%","14.6%",0.96,0.49
"Yasuo","Middle",4,"4.3%","7.5%","12.9%","50%","-",11,19,33,2.3,"69.8%","25.7%","25%",-75,8,11.3,8.6,"32.1%",445,"23.4%","25.9%",0.31,0.11
"Yasuo","Top",1,"1.1%","7.5%","12.9%","100%","-",8,1,10,18,"81.8%","12.5%","0%",522,436,27,9.2,"30.4%",627,"34.7%","23.8%",0.52,0.03
"Zac","Jungle",4,"4.3%","1.1%","5.4%","100%","-",12,6,39,8.5,"63.8%","20.7%","75%",-280,-69,-3.3,2.6,"8.4%",211,"11.3%","15.6%",1.03,0.25
"Zed","Middle",2,"2.2%","0.0%","2.2%","50%","-",8,5,8,3.2,"55.2%","20.8%","50%",-286,-233,-7.5,8.7,"30.0%",317,"20.7%","25.5%",0.36,0.08
"Ziggs","Middle",2,"2.2%","0.0%","2.2%","0%","-",5,7,6,1.6,"84.6%","15.9%","0%",9,408,2.5,9,"38.9%",678,"46.4%","31.9%",0.14,0.07
