"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Taric","Support",13,"6.0%","0.0%","6.0%","69%","-",9,27,153,6,"80.2%","19.1%","31%",53,228,4.1,1.3,"4.6%",97,"4.3%","11.9%",1.13,0.26
"Teemo","Top",1,"0.5%","0.0%","0.5%","0%","-",1,5,1,0.4,"25.0%","19.2%","0%",-540,492,27,6.3,"25.0%",373,"16.4%","19.6%",0.42,0.08
"Thresh","Support",12,"5.5%","0.0%","5.5%","75%","-",9,25,110,4.8,"65.7%","21.4%","42%",6,-53,2.3,0.9,"3.3%",101,"4.9%","10.7%",1.17,0.29
"Tristana","ADC",10,"4.6%","0.0%","4.6%","40%","-",27,19,22,2.6,"57.6%","16.1%","20%",56,-106,-1,8.5,"29.6%",324,"22.3%","24.6%",0.44,0.26
"Trundle","Support",8,"3.7%","22.9%","57.8%","38%","-",5,16,64,4.3,"80.2%","16.8%","25%",108,167,5,1.6,"6.0%",85,"4.5%","12.8%",1.13,0.38
"Trundle","Top",68,"31.2%","22.9%","57.8%","49%","-",126,170,347,2.8,"64.1%","21.9%","24%",-63,-120,-2.3,7.3,"26.6%",291,"16.4%","21.3%",0.49,0.14
"Twisted Fate","Middle",16,"7.3%","4.6%","11.9%","44%","-",52,41,97,3.6,"74.1%","20.6%","44%",353,-84,-2.6,8.2,"26.6%",495,"26.9%","25.3%",0.41,0.13
"Twitch","ADC",7,"3.2%","12.4%","15.6%","71%","-",41,24,36,3.2,"65.3%","30.8%","29%",-229,-279,-8.4,7.5,"29.3%",564,"23.7%","23.9%",0.36,0.19
"Varus","Middle",8,"3.7%","0.5%","4.1%","25%","-",32,28,59,3.3,"74.6%","20.4%","13%",51,33,1.5,7.6,"26.5%",897,"37.3%","22.2%",0.37,0.12
"Vayne","ADC",3,"1.4%","0.0%","1.4%","33%","-",1,6,9,1.7,"66.7%","21.4%","33%",35,187,2.7,8.2,"28.5%",280,"17.5%","23.5%",0.35,0.43
"Vel'Koz","Middle",2,"0.9%","0.0%","0.9%","100%","-",11,0,15,26,"68.4%","0.0%","50%",325,267,15.5,10.5,"35.7%",742,"31.3%","25.9%",0.41,0.17
"Viktor","Middle",87,"39.9%","5.5%","45.4%","48%","-",349,205,380,3.6,"71.7%","19.3%","24%",-19,-28,-0.1,9,"30.5%",680,"33.8%","25.0%",0.38,0.15
"Vladimir","Middle",39,"17.9%","70.2%","89.9%","56%","-",147,69,199,5,"70.9%","15.9%","13%",-14,-8,2.9,8.9,"30.2%",641,"30.7%","24.0%",0.38,0.12
"Vladimir","Top",4,"1.8%","70.2%","89.9%","25%","-",3,13,13,1.2,"59.3%","20.6%","25%",-136,1,2.8,8,"27.0%",522,"25.8%","21.8%",0.46,0.12
"Xerath","Middle",2,"0.9%","0.0%","0.9%","0%","-",8,4,8,4,"80.0%","14.3%","0%",365,136,3.5,7.7,"27.1%",771,"34.2%","25.3%",0.39,0.07
"Zed","-",0,"0%","0.5%","0.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Ziggs","Middle",3,"1.4%","0.0%","1.4%","33%","-",3,6,6,1.5,"75.0%","23.1%","33%",-301,-402,-8.7,8.9,"29.9%",494,"35.1%","24.8%",0.34,0.08
"Zilean","Middle",25,"11.5%","5.0%","16.5%","68%","-",70,31,163,7.5,"74.9%","13.5%","32%",13,181,-3.6,8.9,"29.6%",463,"24.5%","23.3%",0.4,0.12
"Zyra","Support",29,"13.3%","10.1%","23.4%","45%","-",32,89,177,2.3,"63.9%","23.2%","14%",182,-28,-3,0.7,"3.3%",432,"20.9%","13.3%",1.25,0.32
