"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Gnar","Top",1,"0.5%","0.0%","0.5%","0%","-",0,3,2,0.7,"25.0%","16.7%","0%",-414,-243,-20,6.1,"24.6%",264,"15.5%","16.9%",0.41,0.11
"Gragas","Jungle",15,"6.8%","6.8%","18.6%","53%","-",24,45,109,3,"66.5%","20.1%","20%",-236,25,2.2,4.6,"13.6%",287,"15.4%","17.9%",0.82,0.26
"Gragas","Top",11,"5.0%","6.8%","18.6%","55%","-",33,25,76,4.4,"59.6%","16.4%","18%",-23,-76,-2.7,7.5,"24.3%",391,"19.7%","20.7%",0.55,0.12
"Graves","Jungle",58,"26.2%","38.5%","64.7%","41%","-",210,194,278,2.5,"72.0%","21.9%","40%",21,96,1.3,5.8,"19.6%",399,"21.3%","21.4%",0.59,0.35
"Ivern","Jungle",10,"4.5%","3.6%","8.1%","50%","-",13,27,89,3.8,"77.9%","21.6%","30%",-260,17,-14,3.4,"9.6%",157,"8.9%","17.3%",0.49,0.33
"Janna","Support",4,"1.8%","0.5%","2.3%","50%","-",1,12,32,2.8,"64.7%","17.4%","25%",-256,382,-1,0.6,"2.2%",78,"4.2%","11.5%",1.68,0.44
"Jarvan IV","Middle",2,"0.9%","0.0%","1.4%","0%","-",6,7,15,3,"75.0%","18.4%","0%",62,-171,-2.5,7.6,"25.8%",474,"26.3%","21.8%",0.49,0.22
"Jarvan IV","Top",1,"0.5%","0.0%","1.4%","100%","-",5,7,7,1.7,"70.6%","35.0%","100%",-1363,-649,-5,7.4,"25.5%",327,"14.3%","21.0%",0.55,0.2
"Jax","-",0,"0%","0.5%","0.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jayce","ADC",1,"0.5%","41.6%","66.5%","0%","-",4,2,9,6.5,"81.3%","9.5%","0%",-348,61,-18,7.6,"25.4%",540,"20.5%","21.5%",0.27,0.32
"Jayce","Middle",39,"17.6%","41.6%","66.5%","54%","-",136,94,178,3.3,"61.4%","20.0%","18%",-3,103,0,8.6,"26.7%",583,"29.8%","23.3%",0.48,0.23
"Jayce","Top",15,"6.8%","41.6%","66.5%","33%","-",45,49,55,2,"53.2%","21.4%","20%",239,49,13.3,8.5,"27.9%",541,"27.9%","23.8%",0.52,0.15
"Jhin","ADC",102,"46.2%","10.4%","56.6%","55%","-",363,199,578,4.7,"63.6%","15.2%","20%",-130,-1,-2.8,7.9,"25.7%",475,"23.9%","22.1%",0.4,0.17
"Kalista","ADC",4,"1.8%","0.5%","2.3%","50%","-",18,13,20,2.9,"70.4%","24.1%","25%",-47,79,0,8,"25.2%",368,"20.8%","23.5%",0.44,0.22
"Karma","Middle",1,"0.5%","17.2%","57.5%","0%","-",3,5,3,1.2,"85.7%","29.4%","0%",-792,-1145,-14,7,"19.0%",324,"20.2%","19.8%",0.38,0
"Karma","Support",88,"39.8%","17.2%","57.5%","47%","-",59,203,706,3.8,"72.2%","17.1%","16%",-14,-9,-2,0.7,"3.0%",182,"9.6%","11.7%",1.41,0.4
"Karthus","Middle",1,"0.5%","0.0%","0.5%","100%","-",5,3,8,4.3,"81.3%","27.3%","0%",461,311,12,9.4,"29.2%",624,"29.9%","24.3%",0.54,0.09
"Kassadin","Middle",2,"0.9%","1.8%","2.7%","50%","-",3,6,14,2.8,"63.0%","19.4%","0%",220,331,1.5,7.6,"25.0%",456,"24.7%","21.4%",0.59,0.13
"Katarina","Middle",5,"2.3%","0.9%","3.2%","60%","-",33,24,25,2.4,"61.7%","25.3%","20%",44,154,-1.2,8.2,"26.4%",542,"25.7%","22.9%",0.44,0.18
"Kennen","Top",3,"1.4%","3.2%","4.5%","0%","-",1,9,9,1.1,"62.5%","21.4%","0%",-54,-209,5,9.2,"28.9%",350,"22.6%","24.3%",0.51,0.14
"Kha'Zix","Jungle",106,"48.0%","19.0%","67.0%","55%","-",449,312,561,3.2,"65.7%","22.6%","42%",-92,-112,-2.9,5,"16.6%",376,"18.6%","19.9%",0.5,0.26
"Kindred","Jungle",1,"0.5%","0.0%","0.5%","0%","-",4,3,7,3.7,"73.3%","15.8%","100%",-517,-434,-34,5.6,"22.0%",442,"21.4%","20.3%",0.22,0.43
"Kled","Top",8,"3.6%","1.8%","5.4%","75%","-",28,18,63,5.1,"62.8%","18.6%","13%",-72,-115,-8.4,7.6,"25.1%",397,"18.6%","21.1%",0.57,0.16
"Kog'Maw","ADC",1,"0.5%","0.5%","0.9%","0%","-",2,5,4,1.2,"75.0%","29.4%","0%",-789,-416,-24,7.2,"24.7%",388,"28.7%","21.4%",0.39,0.18
"LeBlanc","Middle",13,"5.9%","72.4%","78.3%","54%","-",44,44,74,2.7,"64.8%","22.4%","38%",-133,-112,-0.5,7.5,"24.7%",477,"24.5%","21.9%",0.4,0.21
"Lee Sin","Jungle",64,"29.0%","13.1%","42.1%","52%","-",232,185,406,3.4,"70.2%","22.0%","50%",-19,-137,-3.5,4.4,"13.9%",257,"13.5%","18.6%",0.88,0.28
"Lissandra","Middle",1,"0.5%","0.0%","0.5%","100%","-",6,5,11,3.4,"77.3%","31.3%","0%",824,798,1,7.4,"25.9%",589,"24.4%","22.3%",0.55,0.05
"Lucian","ADC",6,"2.7%","1.4%","4.1%","67%","-",27,22,36,2.9,"56.8%","22.0%","17%",213,204,3.8,8.7,"27.3%",625,"27.7%","24.0%",0.37,0.38
"Lulu","Support",67,"30.3%","12.2%","42.5%","67%","-",69,151,672,4.9,"71.9%","18.3%","21%",13,14,-0.3,0.6,"2.4%",141,"7.1%","12.0%",1.38,0.42
"Malzahar","Middle",1,"0.5%","51.1%","81.4%","0%","-",3,5,4,1.4,"46.7%","27.8%","100%",361,373,4,6.9,"22.8%",438,"19.3%","20.4%",0.25,0.05
"Malzahar","Support",66,"29.9%","51.1%","81.4%","44%","-",82,232,504,2.5,"60.4%","23.3%","23%",5,-96,-1,0.8,"3.2%",258,"13.2%","12.3%",1.37,0.41
"Maokai","Support",1,"0.5%","19.0%","60.6%","0%","-",0,5,3,0.6,"42.9%","29.4%","0%",13,-476,12,2,"4.8%",155,"11.0%","10.7%",1.29,0.21
"Maokai","Top",91,"41.2%","19.0%","60.6%","56%","-",180,205,619,3.9,"63.1%","16.9%","26%",18,57,-0.9,7.6,"24.3%",359,"18.5%","20.6%",0.51,0.14
"Miss Fortune","ADC",6,"2.7%","10.0%","22.6%","83%","-",29,6,45,12.3,"71.8%","12.5%","17%",126,294,2.7,8.8,"26.9%",529,"26.7%","23.4%",0.49,0.2
"Miss Fortune","Support",22,"10.0%","10.0%","22.6%","64%","-",40,72,172,2.9,"58.4%","22.2%","5%",32,69,3.9,1.4,"5.1%",418,"18.7%","14.1%",1.65,0.49
"Mordekaiser","ADC",3,"1.4%","1.8%","3.2%","67%","-",7,6,13,3.3,"60.6%","18.8%","0%",-216,353,-11,7.2,"20.5%",301,"20.4%","20.8%",0.39,0.17
"Morgana","Support",12,"5.4%","1.4%","6.8%","58%","-",11,30,98,3.6,"68.1%","17.8%","25%",79,179,-2.7,0.9,"3.3%",239,"12.3%","12.5%",1.5,0.4
"Nami","Support",35,"15.8%","6.3%","22.2%","51%","-",16,86,328,4,"73.7%","20.0%","17%",-68,-29,-1.5,0.5,"2.2%",140,"7.7%","11.4%",1.38,0.37
"Nautilus","Support",2,"0.9%","14.0%","55.7%","100%","-",0,10,27,2.7,"71.1%","34.5%","50%",5,-109,14,1.9,"5.6%",183,"8.5%","12.7%",1.31,0.42
"Nautilus","Top",90,"40.7%","14.0%","55.7%","60%","-",152,204,705,4.2,"62.2%","17.0%","18%",-36,-16,-0.7,7.5,"23.9%",366,"18.4%","20.1%",0.51,0.13
"Nidalee","Jungle",11,"5.0%","1.4%","6.3%","45%","-",42,27,54,3.6,"61.1%","19.0%","55%",414,489,10.4,6,"19.0%",356,"16.9%","20.9%",0.74,0.41
"Olaf","Jungle",17,"7.7%","11.8%","19.5%","41%","-",66,60,109,2.9,"71.7%","22.0%","53%",71,-13,-0.4,4.6,"15.0%",343,"18.1%","19.6%",0.6,0.32
"Orianna","Middle",71,"32.1%","11.8%","43.9%","52%","-",249,180,393,3.6,"71.0%","19.8%","23%",-5,-9,0.7,8.7,"28.8%",486,"25.6%","24.1%",0.48,0.19
"Poppy","Top",32,"14.5%","5.0%","19.5%","31%","-",56,86,149,2.4,"53.8%","16.8%","16%",-275,-215,-9.3,7.8,"25.7%",344,"19.2%","21.3%",0.53,0.13
"Rek'Sai","Jungle",32,"14.5%","4.5%","19.0%","34%","-",80,102,181,2.6,"69.0%","20.1%","31%",79,269,11.2,5.6,"16.9%",248,"13.4%","19.5%",0.73,0.39
"Renekton","Top",25,"11.3%","8.6%","19.9%","36%","-",55,69,120,2.5,"54.5%","19.8%","24%",230,167,8.8,8.7,"27.9%",329,"17.6%","22.7%",0.56,0.2
"Rengar","Jungle",78,"35.3%","62.4%","97.7%","53%","-",288,256,425,2.8,"62.9%","24.8%","29%",103,110,5.8,5.3,"16.9%",336,"16.9%","19.9%",0.61,0.26
"Rumble","Top",46,"20.8%","29.0%","49.8%","46%","-",120,179,255,2.1,"57.7%","26.8%","15%",-21,-133,1.7,7.8,"25.1%",529,"25.6%","21.0%",0.57,0.1
"Ryze","Middle",41,"18.6%","51.6%","70.1%","46%","-",141,113,189,2.9,"62.1%","19.7%","20%",-56,-67,-2.9,9.2,"29.3%",416,"22.9%","24.6%",0.49,0.18
"Shaco","Jungle",2,"0.9%","0.0%","0.9%","0%","-",1,10,1,0.2,"18.2%","25.6%","0%",-347,10,-3,4.6,"15.4%",231,"11.4%","17.0%",0.61,0.18
"Shen","Top",58,"26.2%","44.3%","70.6%","47%","-",103,132,358,3.5,"65.0%","17.7%","16%",-67,-7,-2.8,8.4,"27.0%",294,"15.6%","21.7%",0.51,0.12
"Singed","Top",4,"1.8%","3.2%","5.0%","50%","-",9,12,33,3.5,"64.6%","26.7%","50%",194,335,6.8,6.9,"20.7%",332,"18.0%","20.3%",0.5,0.12
"Sion","Top",1,"0.5%","0.0%","0.5%","0%","-",0,5,1,0.2,"12.5%","41.7%","0%",-881,-210,-12,6.5,"18.2%",340,"20.4%","17.0%",0.57,0.15
"Sivir","ADC",14,"6.3%","4.1%","10.4%","36%","-",32,36,69,2.8,"67.3%","16.1%","14%",-163,-179,-4.7,9.7,"33.4%",542,"27.4%","25.8%",0.45,0.22
"Soraka","Support",6,"2.7%","1.8%","4.5%","50%","-",3,12,46,4.1,"75.4%","14.8%","17%",65,113,-1.5,0.3,"1.2%",118,"6.7%","12.0%",1.16,0.22
"Swain","Top",6,"2.7%","1.8%","4.5%","33%","-",18,20,27,2.3,"53.6%","19.0%","33%",70,137,4.2,7.1,"22.9%",575,"26.9%","20.8%",0.53,0.22
"Syndra","Middle",29,"13.1%","48.0%","61.1%","59%","-",119,85,162,3.3,"63.0%","23.2%","31%",201,148,7.6,9,"29.1%",592,"28.8%","24.1%",0.42,0.16
"Tahm Kench","Support",15,"6.8%","2.7%","9.5%","40%","-",12,51,109,2.4,"61.4%","24.2%","13%",2,-99,6.2,1.4,"4.8%",124,"6.9%","11.8%",1.35,0.3
"Taliyah","Middle",9,"4.1%","0.9%","5.0%","56%","-",30,34,44,2.2,"61.2%","25.2%","11%",-164,-240,-6.1,8.6,"26.9%",585,"28.3%","23.0%",0.48,0.19
"Talon","Middle",11,"5.0%","10.4%","15.4%","64%","-",55,37,48,2.8,"62.4%","23.7%","18%",92,-67,-0.5,8.7,"26.4%",505,"25.8%","23.3%",0.53,0.19
"Taric","Support",10,"4.5%","2.3%","6.8%","60%","-",4,26,111,4.4,"77.2%","21.3%","10%",-119,-77,8.3,1.2,"3.8%",63,"3.4%","10.9%",1.36,0.29
"Thresh","Support",38,"17.2%","12.2%","29.4%","55%","-",27,106,374,3.8,"70.5%","22.6%","34%",1,-55,5.2,1,"3.1%",102,"5.3%","10.8%",1.42,0.38
"Trundle","Top",4,"1.8%","0.5%","2.3%","50%","-",9,13,16,1.9,"64.1%","24.1%","50%",600,202,12.3,8.5,"27.9%",395,"19.7%","22.9%",0.61,0.14
"Twisted Fate","Middle",7,"3.2%","7.2%","10.4%","57%","-",27,21,45,3.4,"65.5%","23.1%","57%",405,6,-9.3,8.6,"30.1%",498,"26.1%","26.5%",0.33,0.17
"Twitch","ADC",2,"0.9%","0.0%","0.9%","50%","-",10,4,17,6.8,"75.0%","14.3%","0%",-237,-312,-8,7.6,"25.4%",662,"32.7%","24.0%",0.26,0.33
"Varus","ADC",97,"43.9%","38.0%","81.9%","39%","-",299,271,522,3,"65.9%","18.7%","13%",34,-19,0.9,8.3,"27.1%",577,"29.7%","23.1%",0.41,0.2
"Viktor","Middle",17,"7.7%","3.2%","10.9%","29%","-",62,52,84,2.8,"66.4%","20.5%","6%",101,72,5.2,8.9,"28.3%",698,"34.4%","24.3%",0.47,0.17
"Vladimir","Middle",15,"6.8%","8.6%","15.8%","60%","-",73,51,72,2.8,"63.0%","21.3%","27%",66,-72,5.2,8.4,"27.5%",612,"29.8%","23.2%",0.47,0.15
"Vladimir","Top",1,"0.5%","8.6%","15.8%","0%","-",4,3,4,2.7,"100.0%","21.4%","0%",294,494,14,8.6,"28.8%",530,"31.5%","26.4%",0.49,0.03
"Warwick","Jungle",1,"0.5%","0.0%","0.5%","100%","-",1,1,6,7,"100.0%","25.0%","0%",36,443,-5,4.2,"12.0%",71,"5.6%","18.1%",0.2,0.22
"Zac","Jungle",4,"1.8%","0.0%","1.8%","100%","-",17,2,35,26,"73.2%","6.7%","50%",82,277,3.8,4.9,"13.6%",408,"19.7%","19.6%",0.42,0.18
"Zed","Middle",13,"5.9%","10.4%","16.3%","54%","-",75,43,60,3.1,"62.2%","24.3%","23%",-168,-211,-8.6,8,"26.0%",552,"28.4%","23.3%",0.44,0.17
"Ziggs","ADC",9,"4.1%","4.5%","8.6%","67%","-",22,18,45,3.7,"55.8%","20.7%","33%",76,5,-6,9,"27.8%",489,"26.2%","22.5%",0.39,0.16
"Zilean","Middle",1,"0.5%","0.0%","0.9%","100%","-",8,2,9,8.5,"73.9%","10.5%","0%",566,939,21,9.7,"36.9%",680,"26.3%","28.3%",0.33,0.18
"Zilean","Support",1,"0.5%","0.0%","0.9%","0%","-",1,5,2,0.6,"37.5%","26.3%","0%",-384,-428,-4,0.6,"3.3%",137,"9.1%","10.7%",0.93,0.25
"Zyra","Support",57,"25.8%","34.8%","60.6%","33%","-",65,199,385,2.3,"61.6%","21.7%","21%",30,134,-4,0.8,"3.1%",379,"18.3%","12.5%",1.39,0.38
