"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Lee Sin","Jungle",5,"31.3%","18.8%","50.0%","60%","-",19,11,42,5.5,"71.8%","15.7%","-","-","-","-","-","-","-","-","16.4%","-","-"
"Lulu","Support",1,"6.3%","0.0%","6.3%","100%","-",1,2,11,6,"63.2%","25.0%","-","-","-","-","-","-","-","-","-","-","-"
"Malphite","Top",1,"6.3%","0.0%","6.3%","0%","-",1,3,9,3.3,"83.3%","30.0%","-","-","-","-","-","-","-","-","19.4%","-","-"
"Morgana","Middle",1,"6.3%","0.0%","6.3%","0%","-",1,4,1,0.5,"33.3%","28.6%","-","-","-","-","-","-","-","-","-","-","-"
"Nami","Support",1,"6.3%","0.0%","6.3%","100%","-",1,2,10,5.5,"78.6%","33.3%","-","-","-","-","-","-","-","-","-","-","-"
"Nasus","Jungle",4,"25.0%","0.0%","43.8%","25%","-",4,11,19,2.1,"59.0%","19.0%","-","-","-","-","-","-","-","-","14.2%","-","-"
"Nasus","Top",3,"18.8%","0.0%","43.8%","0%","-",10,11,11,1.9,"55.3%","16.7%","-","-","-","-","-","-","-","-","23.8%","-","-"
"Nocturne","Jungle",4,"25.0%","18.8%","43.8%","50%","-",19,7,39,8.3,"76.3%","13.5%","-","-","-","-","-","-","-","-","19.2%","-","-"
"Orianna","Middle",6,"37.5%","0.0%","43.8%","33%","-",16,20,32,2.4,"68.6%","25.3%","-","-","-","-","-","-","-","-","24.4%","-","-"
"Orianna","Top",1,"6.3%","0.0%","43.8%","0%","-",0,3,7,2.3,"63.6%","12.5%","-","-","-","-","-","-","-","-","22.1%","-","-"
"Pantheon","-",0,"0%","6.3%","6.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Rumble","Middle",2,"12.5%","6.3%","43.8%","100%","-",8,6,25,5.5,"91.7%","24.0%","-","-","-","-","-","-","-","-","21.5%","-","-"
"Rumble","Top",4,"25.0%","6.3%","43.8%","100%","-",16,9,40,6.2,"60.2%","25.7%","-","-","-","-","-","-","-","-","18.8%","-","-"
"Shen","Middle",1,"6.3%","50.0%","75.0%","0%","-",5,1,2,7,"87.5%","4.2%","-","-","-","-","-","-","-","-","29.2%","-","-"
"Shen","Top",3,"18.8%","50.0%","75.0%","67%","-",15,7,23,5.4,"67.9%","19.4%","-","-","-","-","-","-","-","-","22.4%","-","-"
"Sona","Support",10,"62.5%","25.0%","87.5%","40%","-",6,34,81,2.6,"69.0%","18.9%","-","-","-","-","-","-","-","-","10.5%","-","-"
"Thresh","Support",9,"56.3%","12.5%","68.8%","44%","-",11,33,90,3.1,"70.1%","22.3%","-","-","-","-","-","-","-","-","9.8%","-","-"
"Tristana","ADC",3,"18.8%","6.3%","25.0%","67%","-",15,6,13,4.7,"60.9%","15.0%","-","-","-","-","-","-","-","-","25.7%","-","-"
"Tryndamere","Top",2,"12.5%","0.0%","12.5%","0%","-",5,5,1,1.2,"50.0%","15.2%","-","-","-","-","-","-","-","-","29.7%","-","-"
"Twisted Fate","Middle",1,"6.3%","12.5%","18.8%","100%","-",6,6,14,3.3,"64.5%","50.0%","-","-","-","-","-","-","-","-","30.6%","-","-"
"Twitch","ADC",4,"25.0%","6.3%","31.3%","50%","-",10,13,15,1.9,"50.0%","20.6%","-","-","-","-","-","-","-","-","23.4%","-","-"
"Varus","ADC",2,"12.5%","6.3%","18.8%","100%","-",14,4,20,8.5,"64.2%","19.0%","-","-","-","-","-","-","-","-","23.4%","-","-"
"Vayne","ADC",5,"31.3%","0.0%","31.3%","20%","-",9,21,25,1.6,"59.6%","21.9%","-","-","-","-","-","-","-","-","25.4%","-","-"
"Vladimir","Top",2,"12.5%","25.0%","37.5%","100%","-",9,1,8,17,"44.7%","5.6%","-","-","-","-","-","-","-","-","23.7%","-","-"
"Zac","Jungle",1,"6.3%","37.5%","81.3%","0%","-",2,5,3,1,"50.0%","17.2%","-","-","-","-","-","-","-","-","15.2%","-","-"
"Zac","Middle",1,"6.3%","37.5%","81.3%","100%","-",6,1,11,17,"73.9%","8.3%","-","-","-","-","-","-","-","-","23.3%","-","-"
"Zac","Top",5,"31.3%","37.5%","81.3%","40%","-",9,15,25,2.3,"54.0%","19.5%","-","-","-","-","-","-","-","-","22.0%","-","-"
"Zed","Middle",4,"25.0%","37.5%","81.3%","75%","-",20,8,26,5.8,"69.7%","17.0%","-","-","-","-","-","-","-","-","26.2%","-","-"
"Zed","Top",3,"18.8%","37.5%","81.3%","67%","-",12,9,18,3.3,"69.8%","17.0%","-","-","-","-","-","-","-","-","23.7%","-","-"
"Zyra","Support",8,"50.0%","6.3%","56.3%","75%","-",12,17,82,5.5,"59.5%","19.8%","-","-","-","-","-","-","-","-","12.4%","-","-"
