"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Galio","Top",1,"0.9%","0.0%","0.9%","0%","-",2,5,9,2.2,"68.8%","21.7%","-","-","-","-","-","-","-","-","19.0%","-","-"
"Gragas","Middle",12,"10.7%","13.4%","25.9%","50%","-",43,28,66,3.9,"61.9%","15.8%","-","-","-","-","-","-","-","-","25.8%","-","-"
"Gragas","Top",2,"1.8%","13.4%","25.9%","50%","-",5,7,18,3.3,"67.6%","25.9%","-","-","-","-","-","-","-","-","22.9%","-","-"
"Graves","ADC",6,"5.4%","0.0%","5.4%","17%","-",22,13,22,3.4,"77.2%","13.5%","-","-","-","-","-","-","-","-","29.9%","-","-"
"Hecarim","Jungle",6,"5.4%","3.6%","8.9%","50%","-",12,18,42,3,"66.7%","22.8%","-","-","-","-","-","-","-","-","15.6%","-","-"
"Irelia","Top",3,"2.7%","4.5%","7.1%","67%","-",11,11,23,3.1,"64.2%","23.4%","-","-","-","-","-","-","-","-","19.9%","-","-"
"Janna","Middle",1,"0.9%","0.9%","10.7%","0%","-",4,5,8,2.4,"70.6%","21.7%","-","-","-","-","-","-","-","-","29.3%","-","-"
"Janna","Support",10,"8.9%","0.9%","10.7%","40%","-",2,24,91,3.9,"76.2%","17.9%","-","-","-","-","-","-","-","-","12.7%","-","-"
"Jarvan IV","Jungle",50,"44.6%","22.3%","67.9%","52%","-",59,169,445,3,"78.3%","25.6%","-","-","-","-","-","-","-","-","14.4%","-","-"
"Jarvan IV","Middle",1,"0.9%","22.3%","67.9%","0%","-",5,5,7,2.4,"70.6%","20.0%","-","-","-","-","-","-","-","-","23.6%","-","-"
"Jax","Top",1,"0.9%","0.0%","0.9%","0%","-",1,5,7,1.6,"57.1%","25.0%","-","-","-","-","-","-","-","-","20.2%","-","-"
"Jayce","Middle",3,"2.7%","12.5%","27.7%","33%","-",10,10,13,2.3,"82.1%","17.9%","-","-","-","-","-","-","-","-","25.6%","-","-"
"Jayce","Top",14,"12.5%","12.5%","27.7%","43%","-",54,38,69,3.2,"75.5%","19.2%","-","-","-","-","-","-","-","-","23.9%","-","-"
"Karthus","Middle",18,"16.1%","8.0%","25.9%","56%","-",79,71,134,3,"79.5%","28.5%","-","-","-","-","-","-","-","-","24.7%","-","-"
"Karthus","Top",2,"1.8%","8.0%","25.9%","0%","-",4,9,8,1.3,"75.0%","27.3%","-","-","-","-","-","-","-","-","21.2%","-","-"
"Kassadin","Middle",2,"1.8%","0.9%","2.7%","0%","-",0,8,2,0.3,"50.0%","25.8%","-","-","-","-","-","-","-","-","16.5%","-","-"
"Katarina","Middle",3,"2.7%","3.6%","10.7%","0%","-",17,12,15,2.7,"72.7%","22.6%","-","-","-","-","-","-","-","-","25.3%","-","-"
"Katarina","Top",5,"4.5%","3.6%","10.7%","80%","-",26,12,38,5.3,"68.8%","27.3%","-","-","-","-","-","-","-","-","22.3%","-","-"
"Kayle","Middle",14,"12.5%","47.3%","65.2%","36%","-",34,37,99,3.6,"76.4%","19.3%","-","-","-","-","-","-","-","-","22.9%","-","-"
"Kayle","Support",4,"3.6%","47.3%","65.2%","50%","-",3,14,46,3.5,"65.3%","21.2%","-","-","-","-","-","-","-","-","10.1%","-","-"
"Kayle","Top",2,"1.8%","47.3%","65.2%","0%","-",1,5,1,0.4,"40.0%","20.8%","-","-","-","-","-","-","-","-","23.8%","-","-"
"Kennen","Middle",1,"0.9%","0.0%","1.8%","0%","-",4,4,3,1.8,"63.6%","17.4%","-","-","-","-","-","-","-","-","25.9%","-","-"
"Kennen","Top",1,"0.9%","0.0%","1.8%","0%","-",0,4,1,0.3,"20.0%","18.2%","-","-","-","-","-","-","-","-","20.0%","-","-"
"Kha'Zix","Middle",12,"10.7%","13.4%","33.0%","58%","-",54,40,72,3.2,"67.0%","21.2%","-","-","-","-","-","-","-","-","25.7%","-","-"
"Kha'Zix","Top",10,"8.9%","13.4%","33.0%","60%","-",46,27,54,3.7,"65.4%","23.5%","-","-","-","-","-","-","-","-","26.5%","-","-"
"Kog'Maw","ADC",22,"19.6%","2.7%","23.2%","45%","-",91,64,130,3.5,"72.2%","21.1%","-","-","-","-","-","-","-","-","26.4%","-","-"
"Kog'Maw","Middle",1,"0.9%","2.7%","23.2%","0%","-",2,4,1,0.8,"100.0%","57.1%","-","-","-","-","-","-","-","-","22.4%","-","-"
"LeBlanc","Support",1,"0.9%","5.4%","6.3%","100%","-",3,4,4,1.8,"30.4%","36.4%","-","-","-","-","-","-","-","-","13.2%","-","-"
"Lee Sin","Jungle",7,"6.3%","0.0%","7.1%","57%","-",8,11,48,5.1,"68.3%","17.2%","-","-","-","-","-","-","-","-","13.5%","-","-"
"Lee Sin","Middle",1,"0.9%","0.0%","7.1%","0%","-",5,5,10,3,"83.3%","21.7%","-","-","-","-","-","-","-","-","27.2%","-","-"
"Leona","Jungle",1,"0.9%","0.0%","6.3%","0%","-",0,3,2,0.7,"66.7%","20.0%","-","-","-","-","-","-","-","-","9.7%","-","-"
"Leona","Support",6,"5.4%","0.0%","6.3%","50%","-",8,14,57,4.6,"77.4%","15.4%","-","-","-","-","-","-","-","-","10.6%","-","-"
"Lulu","Middle",1,"0.9%","5.4%","46.4%","0%","-",2,1,1,3,"75.0%","14.3%","-","-","-","-","-","-","-","-","24.1%","-","-"
"Lulu","Support",45,"40.2%","5.4%","46.4%","38%","-",29,104,378,3.9,"74.4%","16.3%","-","-","-","-","-","-","-","-","11.8%","-","-"
"Lux","Middle",23,"20.5%","3.6%","24.1%","39%","-",60,41,134,4.7,"75.2%","13.5%","-","-","-","-","-","-","-","-","25.6%","-","-"
"Malphite","Jungle",1,"0.9%","24.1%","38.4%","0%","-",4,5,2,1.2,"54.5%","21.7%","-","-","-","-","-","-","-","-","17.2%","-","-"
"Malphite","Middle",1,"0.9%","24.1%","38.4%","100%","-",8,3,14,7.3,"95.7%","16.7%","-","-","-","-","-","-","-","-","22.0%","-","-"
"Malphite","Top",14,"12.5%","24.1%","38.4%","71%","-",36,31,119,5,"70.1%","17.2%","-","-","-","-","-","-","-","-","19.9%","-","-"
"Maokai","Jungle",7,"6.3%","2.7%","8.9%","43%","-",8,22,63,3.2,"83.5%","19.8%","-","-","-","-","-","-","-","-","13.9%","-","-"
"Miss Fortune","ADC",26,"23.2%","11.6%","34.8%","69%","-",116,51,163,5.5,"74.2%","17.1%","-","-","-","-","-","-","-","-","26.0%","-","-"
"Morgana","Middle",2,"1.8%","0.0%","1.8%","50%","-",5,4,25,7.5,"83.3%","14.8%","-","-","-","-","-","-","-","-","19.1%","-","-"
"Nami","Support",2,"1.8%","0.0%","1.8%","50%","-",2,5,26,5.6,"96.6%","14.7%","-","-","-","-","-","-","-","-","11.4%","-","-"
"Nasus","Jungle",34,"30.4%","5.4%","38.4%","56%","-",34,113,343,3.3,"75.6%","23.7%","-","-","-","-","-","-","-","-","14.8%","-","-"
"Nasus","Top",3,"2.7%","5.4%","38.4%","0%","-",1,9,9,1.1,"52.6%","20.9%","-","-","-","-","-","-","-","-","20.6%","-","-"
"Nautilus","Jungle",1,"0.9%","0.0%","0.9%","0%","-",1,3,5,2,"100.0%","17.6%","-","-","-","-","-","-","-","-","17.1%","-","-"
"Nidalee","Middle",12,"10.7%","27.7%","42.9%","75%","-",38,10,66,10.4,"70.7%","10.5%","-","-","-","-","-","-","-","-","24.1%","-","-"
"Nidalee","Top",5,"4.5%","27.7%","42.9%","40%","-",14,11,9,2.1,"44.2%","15.5%","-","-","-","-","-","-","-","-","23.9%","-","-"
"Nocturne","Jungle",8,"7.1%","0.9%","8.0%","50%","-",13,15,59,4.8,"65.5%","16.0%","-","-","-","-","-","-","-","-","15.6%","-","-"
"Nunu & Willump","Jungle",1,"0.9%","5.4%","10.7%","0%","-",0,3,4,1.3,"66.7%","23.1%","-","-","-","-","-","-","-","-","14.4%","-","-"
"Nunu & Willump","Support",4,"3.6%","5.4%","10.7%","0%","-",0,5,22,4.4,"68.8%","7.7%","-","-","-","-","-","-","-","-","10.5%","-","-"
"Nunu & Willump","Top",1,"0.9%","5.4%","10.7%","0%","-",3,5,9,2.4,"70.6%","23.8%","-","-","-","-","-","-","-","-","18.6%","-","-"
"Olaf","Jungle",1,"0.9%","5.4%","8.0%","0%","-",0,3,7,2.3,"87.5%","12.0%","-","-","-","-","-","-","-","-","15.5%","-","-"
"Olaf","Top",2,"1.8%","5.4%","8.0%","50%","-",5,5,9,2.8,"63.6%","31.3%","-","-","-","-","-","-","-","-","19.6%","-","-"
"Orianna","Middle",21,"18.8%","2.7%","21.4%","52%","-",58,58,143,3.5,"76.1%","19.9%","-","-","-","-","-","-","-","-","24.5%","-","-"
"Quinn","Middle",1,"0.9%","0.0%","0.9%","0%","-",3,4,1,1,"80.0%","18.2%","-","-","-","-","-","-","-","-","32.8%","-","-"
"Renekton","Top",27,"24.1%","27.7%","51.8%","52%","-",82,56,149,4.1,"62.8%","15.6%","-","-","-","-","-","-","-","-","22.3%","-","-"
"Riven","Top",6,"5.4%","3.6%","8.9%","67%","-",30,11,36,6,"73.3%","16.4%","-","-","-","-","-","-","-","-","24.0%","-","-"
"Rumble","Top",26,"23.2%","14.3%","37.5%","42%","-",84,80,171,3.2,"69.1%","21.2%","-","-","-","-","-","-","-","-","19.1%","-","-"
"Ryze","Middle",20,"17.9%","4.5%","22.3%","55%","-",71,64,124,3,"69.6%","22.4%","-","-","-","-","-","-","-","-","23.9%","-","-"
"Shen","Jungle",10,"8.9%","39.3%","68.8%","40%","-",19,28,97,4.1,"76.8%","20.3%","-","-","-","-","-","-","-","-","17.5%","-","-"
"Shen","Top",23,"20.5%","39.3%","68.8%","39%","-",61,53,153,4,"75.6%","14.9%","-","-","-","-","-","-","-","-","21.8%","-","-"
"Singed","Top",15,"13.4%","14.3%","27.7%","67%","-",35,36,98,3.7,"59.4%","18.8%","-","-","-","-","-","-","-","-","21.8%","-","-"
"Sona","Support",53,"47.3%","0.9%","48.2%","60%","-",50,151,567,4.1,"79.7%","21.1%","-","-","-","-","-","-","-","-","12.4%","-","-"
"Soraka","Support",2,"1.8%","0.0%","1.8%","0%","-",0,7,11,1.6,"91.7%","21.2%","-","-","-","-","-","-","-","-","10.7%","-","-"
"Syndra","Middle",3,"2.7%","2.7%","5.4%","33%","-",10,5,14,4.8,"85.7%","14.7%","-","-","-","-","-","-","-","-","27.3%","-","-"
"Taric","Support",22,"19.6%","7.1%","26.8%","55%","-",7,62,217,3.6,"78.0%","22.0%","-","-","-","-","-","-","-","-","10.3%","-","-"
"Thresh","Support",33,"29.5%","24.1%","53.6%","52%","-",32,104,322,3.4,"75.5%","20.8%","-","-","-","-","-","-","-","-","10.8%","-","-"
"Tristana","ADC",19,"17.0%","0.9%","18.8%","79%","-",111,29,108,7.6,"74.5%","14.1%","-","-","-","-","-","-","-","-","27.2%","-","-"
"Tristana","Middle",1,"0.9%","0.9%","18.8%","0%","-",7,5,3,2,"58.8%","23.8%","-","-","-","-","-","-","-","-","30.4%","-","-"
"Trundle","Jungle",6,"5.4%","0.9%","6.3%","17%","-",3,12,32,2.9,"70.0%","15.6%","-","-","-","-","-","-","-","-","11.6%","-","-"
"Tryndamere","Top",3,"2.7%","1.8%","4.5%","33%","-",12,7,8,2.9,"83.3%","26.9%","-","-","-","-","-","-","-","-","27.7%","-","-"
"Twisted Fate","Middle",20,"17.9%","47.3%","65.2%","75%","-",65,36,161,6.3,"71.1%","17.6%","-","-","-","-","-","-","-","-","23.2%","-","-"
"Twitch","ADC",26,"23.2%","8.9%","32.1%","35%","-",136,87,133,3.1,"73.5%","21.1%","-","-","-","-","-","-","-","-","27.7%","-","-"
"Udyr","ADC",1,"0.9%","0.9%","7.1%","100%","-",2,5,12,2.8,"66.7%","29.4%","-","-","-","-","-","-","-","-","19.9%","-","-"
"Udyr","Jungle",2,"1.8%","0.9%","7.1%","0%","-",5,10,14,1.9,"82.6%","23.3%","-","-","-","-","-","-","-","-","18.5%","-","-"
"Udyr","Top",4,"3.6%","0.9%","7.1%","25%","-",8,14,17,1.8,"45.5%","19.7%","-","-","-","-","-","-","-","-","20.1%","-","-"
"Urgot","ADC",4,"3.6%","0.9%","4.5%","50%","-",15,13,22,2.8,"78.7%","25.0%","-","-","-","-","-","-","-","-","26.0%","-","-"
"Varus","ADC",20,"17.9%","0.0%","17.9%","40%","-",67,58,124,3.3,"67.0%","18.6%","-","-","-","-","-","-","-","-","26.6%","-","-"
"Vayne","ADC",13,"11.6%","13.4%","25.0%","54%","-",59,29,56,4,"70.1%","18.8%","-","-","-","-","-","-","-","-","28.1%","-","-"
"Veigar","Middle",1,"0.9%","0.0%","0.9%","100%","-",5,3,14,6.3,"86.4%","21.4%","-","-","-","-","-","-","-","-","22.1%","-","-"
"Vi","Jungle",13,"11.6%","6.3%","17.9%","62%","-",29,49,101,2.7,"72.6%","29.5%","-","-","-","-","-","-","-","-","17.0%","-","-"
"Viktor","Top",1,"0.9%","0.0%","0.9%","0%","-",1,5,5,1.2,"54.5%","21.7%","-","-","-","-","-","-","-","-","20.1%","-","-"
"Vladimir","Top",3,"2.7%","0.9%","3.6%","67%","-",11,8,17,3.5,"53.8%","15.7%","-","-","-","-","-","-","-","-","21.6%","-","-"
"Volibear","Jungle",16,"14.3%","5.4%","19.6%","56%","-",47,58,136,3.2,"70.9%","26.9%","-","-","-","-","-","-","-","-","14.5%","-","-"
"Wukong","Jungle",1,"0.9%","0.0%","0.9%","0%","-",2,5,7,1.8,"81.8%","26.3%","-","-","-","-","-","-","-","-","11.3%","-","-"
"Xerath","Jungle",1,"0.9%","6.3%","11.6%","100%","-",4,4,6,2.5,"47.6%","23.5%","-","-","-","-","-","-","-","-","21.2%","-","-"
"Xerath","Middle",5,"4.5%","6.3%","11.6%","60%","-",21,12,36,4.8,"82.6%","17.6%","-","-","-","-","-","-","-","-","24.7%","-","-"
"Xin Zhao","Jungle",31,"27.7%","17.0%","44.6%","58%","-",73,110,249,2.9,"72.7%","28.1%","-","-","-","-","-","-","-","-","15.4%","-","-"
"Yorick","Support",1,"0.9%","0.0%","0.9%","100%","-",0,0,5,5,"33.3%","0.0%","-","-","-","-","-","-","-","-","6.9%","-","-"
"Zed","Jungle",1,"0.9%","19.6%","30.4%","0%","-",1,2,1,1,"100.0%","16.7%","-","-","-","-","-","-","-","-","16.8%","-","-"
"Zed","Middle",6,"5.4%","19.6%","30.4%","50%","-",19,15,20,2.6,"57.4%","24.6%","-","-","-","-","-","-","-","-","25.6%","-","-"
"Zed","Top",5,"4.5%","19.6%","30.4%","20%","-",24,21,25,2.3,"63.6%","21.0%","-","-","-","-","-","-","-","-","23.9%","-","-"
"Ziggs","Middle",1,"0.9%","0.0%","0.9%","100%","-",5,2,14,9.5,"70.4%","14.3%","-","-","-","-","-","-","-","-","19.9%","-","-"
"Zyra","Support",8,"7.1%","0.9%","8.0%","75%","-",12,10,74,8.6,"66.2%","11.9%","-","-","-","-","-","-","-","-","13.5%","-","-"
