"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Ekko","Middle",4,"1.8%","0.4%","2.2%","25%","100%",5,11,9,1.3,"66.7%","22.9%","50%",70,136,1.5,9.6,"30.5%",410,"29.9%","24.8%",0.43,0.14
"Elise","Jungle",75,"33.2%","46.0%","79.2%","45%","30%",181,248,396,2.3,"66.6%","25.4%","40%",20,-65,-3.7,4.3,"13.4%",311,"16.5%","18.4%",0.85,0.32
"Fiora","Middle",1,"0.4%","25.2%","32.3%","100%","100%",5,3,1,2,"30.0%","42.9%","0%",104,60,7,8.7,"28.4%",498,"25.4%","23.1%",0.73,0.08
"Fiora","Top",15,"6.6%","25.2%","32.3%","40%","78%",61,42,57,2.8,"57.6%","18.8%","33%",91,28,-0.9,8.9,"31.3%",480,"23.6%","24.7%",0.55,0.12
"Fizz","-",0,"0%","2.2%","2.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Galio","Middle",17,"7.5%","47.3%","66.8%","47%","33%",29,37,124,4.1,"77.3%","17.2%","12%",-26,-26,-5.3,7.7,"22.9%",387,"19.7%","20.9%",0.45,0.11
"Galio","Support",2,"0.9%","47.3%","66.8%","50%","0%",1,8,26,3.4,"61.4%","19.0%","50%",181,-139,6.5,1.5,"5.3%",211,"7.6%","11.5%",1.25,0.2
"Galio","Top",25,"11.1%","47.3%","66.8%","48%","20%",32,56,158,3.4,"61.9%","19.3%","16%",-52,-44,-3.7,7.4,"23.8%",362,"19.0%","19.8%",0.55,0.12
"Gangplank","-",0,"0%","0.4%","0.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Gnar","Top",30,"13.3%","20.8%","34.1%","47%","-",74,81,136,2.6,"64.2%","22.0%","37%",201,227,5.9,8.2,"26.0%",447,"23.2%","22.2%",0.55,0.16
"Gragas","Jungle",79,"35.0%","11.5%","61.5%","57%","57%",99,197,555,3.3,"65.0%","20.7%","37%",-155,-41,-0.9,4.1,"12.1%",236,"12.2%","16.8%",0.8,0.28
"Gragas","Top",34,"15.0%","11.5%","61.5%","47%","41%",60,99,155,2.2,"50.6%","22.4%","15%",-155,-6,-6.4,7.2,"22.9%",365,"19.9%","19.9%",0.52,0.12
"Graves","Jungle",12,"5.3%","0.4%","5.8%","42%","100%",36,32,45,2.5,"63.8%","21.8%","42%",-16,142,2.2,5.3,"17.7%",301,"17.1%","20.2%",0.78,0.49
"Irelia","Top",1,"0.4%","0.0%","0.4%","0%","-",0,6,0,0,"0.0%","35.3%","0%",-1445,-1355,-31,7.3,"23.8%",186,"13.2%","19.5%",0.51,0.1
"Ivern","Jungle",10,"4.4%","9.7%","14.2%","50%","60%",9,25,98,4.3,"78.7%","17.9%","60%",-144,-9,-14.1,2.8,"8.6%",139,"7.7%","16.7%",0.82,0.26
"Janna","Support",17,"7.5%","4.9%","12.4%","53%","-",4,31,119,4,"83.1%","18.0%","24%",69,11,-4.4,0.4,"1.8%",77,"4.2%","14.2%",1.32,0.31
"Jarvan IV","Jungle",27,"11.9%","10.2%","48.2%","44%","-",49,82,196,3,"78.3%","22.7%","48%",-37,-118,-2.4,4.2,"13.2%",210,"10.5%","17.7%",0.8,0.3
"Jarvan IV","Top",59,"26.1%","10.2%","48.2%","64%","67%",144,139,426,4.1,"70.7%","22.5%","15%",-2,-166,-2.2,8.2,"26.2%",370,"18.8%","21.2%",0.54,0.16
"Jax","Top",3,"1.3%","3.1%","4.4%","0%","-",4,3,2,2,"37.5%","7.9%","33%",223,291,13.3,9.6,"31.9%",249,"18.3%","25.7%",0.54,0.18
"Jayce","Middle",2,"0.9%","15.5%","22.6%","50%","-",8,3,8,5.3,"72.7%","12.0%","0%",-219,-320,-10,8.5,"25.2%",600,"29.8%","24.6%",0.31,0.25
"Jayce","Top",14,"6.2%","15.5%","22.6%","29%","89%",28,52,47,1.4,"54.3%","28.6%","29%",126,59,6,8.7,"28.2%",504,"29.0%","23.3%",0.64,0.18
"Jhin","ADC",58,"25.7%","2.7%","28.3%","41%","67%",186,108,311,4.6,"70.2%","15.0%","26%",46,7,2.4,8.6,"27.7%",510,"25.3%","23.6%",0.43,0.2
"Jinx","ADC",1,"0.4%","0.0%","0.4%","100%","-",9,3,7,5.3,"84.2%","13.6%","100%",658,277,14,9.1,"33.0%",926,"28.5%","27.4%",0.34,0.3
"Kalista","ADC",52,"23.0%","20.4%","43.4%","42%","100%",191,110,258,4.1,"72.0%","17.1%","17%",68,-30,1,8.8,"29.1%",437,"22.8%","24.5%",0.43,0.32
"Karma","Middle",4,"1.8%","5.3%","26.1%","25%","33%",12,9,14,2.9,"66.7%","16.4%","25%",8,99,1.5,8.2,"25.1%",486,"29.1%","22.4%",0.38,0.22
"Karma","Support",43,"19.0%","5.3%","26.1%","47%","40%",38,97,318,3.7,"71.1%","19.0%","16%",38,-4,-1.9,0.7,"2.9%",222,"11.8%","11.7%",1.48,0.41
"Karthus","Middle",1,"0.4%","0.0%","0.4%","0%","-",2,5,1,0.6,"75.0%","31.3%","0%",-1396,-901,-24,7.5,"21.5%",739,"32.3%","20.1%",0.32,0.03
"Kassadin","Middle",8,"3.5%","18.1%","21.7%","63%","75%",34,17,42,4.5,"66.1%","16.8%","13%",-243,-266,-10.4,7.9,"24.6%",546,"28.2%","22.1%",0.46,0.23
"Kayn","Jungle",3,"1.3%","0.4%","1.8%","67%","-",11,4,21,8,"78.0%","14.8%","33%",302,186,12,5.4,"18.7%",417,"17.6%","20.6%",0.87,0.14
"Kennen","ADC",7,"3.1%","36.3%","50.0%","57%","0%",22,13,30,4,"71.2%","16.9%","29%",-62,95,3.4,8.6,"28.3%",420,"23.2%","24.2%",0.42,0.33
"Kennen","Support",2,"0.9%","36.3%","50.0%","0%","-",3,5,9,2.4,"75.0%","16.7%","0%",-46,-204,-0.5,0.9,"3.8%",413,"21.4%","12.9%",1.37,0.55
"Kennen","Top",22,"9.7%","36.3%","50.0%","50%","13%",42,67,73,1.7,"47.5%","24.2%","5%",-42,-49,3.7,9.3,"30.2%",447,"24.2%","23.7%",0.54,0.18
"Kha'Zix","Jungle",20,"8.8%","4.4%","13.3%","35%","91%",50,55,68,2.1,"64.8%","22.5%","30%",-41,153,2.1,4.3,"13.2%",306,"17.8%","18.7%",0.83,0.25
"Kled","Top",34,"15.0%","6.2%","21.2%","68%","100%",90,78,212,3.9,"61.3%","19.0%","12%",-223,-64,-5.1,7.9,"26.4%",416,"20.0%","21.3%",0.53,0.14
"Kog'Maw","ADC",27,"11.9%","3.5%","15.5%","26%","83%",81,69,106,2.7,"76.0%","18.4%","7%",-292,-57,-5.1,8.5,"27.9%",617,"34.1%","24.4%",0.43,0.26
"LeBlanc","Middle",14,"6.2%","85.4%","91.6%","50%","14%",86,33,57,4.3,"71.5%","15.9%","57%",429,356,7.8,7.7,"23.2%",659,"30.8%","23.6%",0.38,0.19
"Lee Sin","Jungle",61,"27.0%","10.6%","37.6%","54%","31%",197,168,378,3.4,"70.1%","22.2%","36%",83,49,2.5,4.3,"12.8%",241,"12.8%","18.2%",0.87,0.28
"Lucian","ADC",1,"0.4%","19.0%","27.9%","0%","100%",2,3,0,0.7,"33.3%","15.8%","0%",105,192,5,8.3,"23.4%",225,"16.6%","22.0%",0.62,0.35
"Lucian","Middle",18,"8.0%","19.0%","27.9%","44%","50%",86,55,65,2.7,"69.6%","21.2%","17%",163,-47,5.3,8.8,"29.5%",583,"29.0%","25.5%",0.46,0.29
"Lucian","Top",1,"0.4%","19.0%","27.9%","100%","100%",7,1,8,15,"68.2%","8.3%","100%",677,255,17,12.1,"44.2%",755,"31.4%","28.8%",0.54,0.45
"Lulu","Support",28,"12.4%","4.0%","16.4%","46%","38%",29,53,213,4.6,"78.8%","16.4%","29%",-55,-9,-1.1,0.6,"2.3%",128,"6.9%","11.2%",1.45,0.4
"Malzahar","Middle",4,"1.8%","0.4%","2.2%","50%","100%",15,18,26,2.3,"68.3%","26.9%","0%",-359,-236,-12.5,8.2,"27.3%",824,"33.1%","23.4%",0.44,0.11
"Maokai","Jungle",28,"12.4%","10.6%","30.1%","54%","-",45,78,198,3.1,"71.7%","24.5%","39%",-108,-261,-1.4,3.6,"10.8%",321,"15.7%","16.3%",0.74,0.26
"Maokai","Top",16,"7.1%","10.6%","30.1%","69%","-",17,39,119,3.5,"64.8%","21.9%","19%",0,76,-2.6,6.8,"20.5%",427,"20.1%","18.0%",0.51,0.13
"Miss Fortune","ADC",1,"0.4%","0.0%","0.4%","0%","-",2,4,2,1,"100.0%","26.7%","0%",-776,-473,-15,6.8,"22.5%",413,"31.8%","22.6%",0.31,0.31
"Morgana","Support",30,"13.3%","7.1%","20.4%","60%","100%",23,79,251,3.5,"72.9%","21.5%","20%",22,-14,-6.6,0.7,"2.6%",233,"12.0%","12.7%",1.36,0.4
"Nami","Support",4,"1.8%","0.0%","1.8%","50%","50%",3,8,25,3.5,"68.3%","16.3%","0%",-346,-241,-1,0.5,"2.3%",173,"8.8%","12.1%",1.33,0.34
"Nasus","Top",1,"0.4%","0.0%","0.4%","0%","-",0,3,2,0.7,"100.0%","17.6%","0%",161,687,9,9.8,"33.5%",399,"28.1%","27.5%",0.44,0.07
"Nautilus","Top",2,"0.9%","0.0%","0.9%","50%","-",3,7,22,3.6,"64.1%","25.0%","50%",-912,-820,-26,7,"22.6%",391,"17.2%","18.8%",0.51,0.11
"Nidalee","Jungle",16,"7.1%","7.1%","14.2%","81%","67%",70,27,109,6.6,"73.1%","18.0%","44%",270,536,8.3,5.8,"17.8%",406,"20.4%","21.2%",0.77,0.39
"Nunu & Willump","Jungle",8,"3.5%","3.5%","7.1%","63%","100%",8,13,72,6.2,"83.3%","16.3%","25%",-73,-2,-8.5,3.9,"12.5%",133,"7.5%","17.7%",0.8,0.35
"Olaf","Jungle",18,"8.0%","12.8%","20.8%","44%","70%",54,46,112,3.6,"69.2%","21.0%","39%",99,-27,2.3,4.5,"13.6%",296,"15.7%","18.3%",0.87,0.31
"Orianna","Middle",84,"37.2%","17.3%","54.4%","51%","34%",300,188,439,3.9,"73.3%","18.8%","8%",-43,15,1.1,9,"28.4%",503,"28.1%","24.6%",0.47,0.2
"Pantheon","Top",1,"0.4%","0.0%","0.4%","100%","100%",4,4,9,3.3,"86.7%","30.8%","100%",566,765,8,8,"26.5%",328,"18.4%","22.7%",0.52,0.13
"Poppy","Top",5,"2.2%","0.4%","2.7%","40%","-",9,10,24,3.3,"58.9%","19.2%","40%",-40,166,-0.4,8,"25.7%",331,"15.3%","20.9%",0.54,0.12
"Rakan","Support",37,"16.4%","8.4%","24.8%","30%","24%",37,108,268,2.8,"77.6%","21.4%","30%",-43,-69,-7.6,0.5,"2.1%",134,"7.4%","11.8%",1.41,0.36
"Rek'Sai","Jungle",50,"22.1%","8.0%","30.1%","36%","67%",140,151,272,2.7,"68.3%","24.0%","66%",205,96,4,4.5,"13.7%",260,"13.6%","18.2%",0.78,0.33
"Renekton","Top",71,"31.4%","20.8%","52.2%","46%","44%",179,181,347,2.9,"55.5%","19.8%","28%",187,94,7.6,8.7,"28.4%",377,"19.8%","22.8%",0.55,0.16
"Rengar","Jungle",17,"7.5%","4.9%","12.4%","65%","67%",61,52,72,2.6,"62.7%","24.6%","47%",127,161,8.7,5.1,"16.3%",252,"14.0%","19.5%",0.8,0.23
"Rumble","Jungle",1,"0.4%","15.9%","31.9%","0%","-",2,5,4,1.2,"66.7%","33.3%","100%",196,191,-10,4.4,"14.5%",396,"20.1%","17.5%",0.75,0.15
"Rumble","Top",35,"15.5%","15.9%","31.9%","40%","75%",86,126,159,1.9,"62.7%","24.3%","20%",137,86,2.5,7.7,"23.9%",551,"28.1%","20.9%",0.56,0.11
"Sejuani","Jungle",7,"3.1%","0.9%","5.3%","14%","-",7,24,42,2,"75.4%","23.8%","29%",-392,-394,-8.6,3.7,"11.2%",210,"11.3%","15.9%",0.91,0.2
"Sejuani","Support",3,"1.3%","0.9%","5.3%","33%","67%",0,12,17,1.4,"56.7%","22.2%","33%",-28,189,5.3,1.9,"6.9%",117,"6.0%","13.3%",1.2,0.19
"Shen","Top",51,"22.6%","34.5%","57.1%","53%","31%",82,113,338,3.7,"71.2%","20.9%","31%",-167,-41,-3.7,8,"26.4%",330,"17.9%","21.0%",0.54,0.1
"Shyvana","Jungle",1,"0.4%","0.0%","0.4%","0%","-",4,2,7,5.5,"78.6%","15.4%","100%",377,654,-12,4.6,"16.1%",312,"11.9%","17.4%",0.74,0.46
"Sivir","ADC",16,"7.1%","1.8%","8.8%","56%","-",42,22,100,6.5,"80.7%","12.7%","6%",-57,35,-1.1,9.9,"35.4%",661,"31.0%","26.3%",0.46,0.27
"Sona","Support",2,"0.9%","0.0%","0.9%","0%","-",0,8,16,2,"72.7%","20.0%","0%",-290,133,1,0.8,"3.0%",211,"8.7%","13.9%",1.31,0.59
"Soraka","Support",3,"1.3%","0.4%","1.8%","33%","-",1,9,23,2.7,"77.4%","23.1%","33%",-69,-395,-5.3,0.3,"1.5%",107,"5.8%","13.4%",1.46,0.25
"Syndra","Middle",54,"23.9%","43.8%","67.7%","59%","36%",250,104,221,4.5,"70.7%","17.4%","19%",234,153,6.6,9.3,"29.1%",581,"29.3%","25.3%",0.43,0.17
"Tahm Kench","Support",33,"14.6%","12.4%","27.0%","55%","88%",15,84,228,2.9,"57.2%","21.1%","9%",18,-2,4.5,1.4,"4.7%",115,"5.8%","11.2%",1.31,0.28
"Taliyah","Middle",91,"40.3%","20.4%","60.6%","52%","28%",338,182,541,4.8,"72.9%","16.9%","24%",-12,35,-1.8,8.9,"28.4%",644,"31.7%","24.1%",0.45,0.19
"Talon","Middle",3,"1.3%","4.4%","5.8%","0%","50%",17,15,10,1.8,"73.0%","25.4%","33%",-208,-310,-11.3,7.9,"23.8%",535,"24.6%","24.8%",0.39,0.26
"Taric","Support",11,"4.9%","3.5%","8.4%","73%","-",4,18,115,6.6,"82.6%","19.4%","0%",-46,-14,1,0.7,"2.6%",71,"3.9%","13.2%",1.38,0.36
"Thresh","Support",84,"37.2%","35.4%","72.6%","49%","32%",69,227,697,3.4,"71.6%","22.0%","26%",40,8,3,1,"3.0%",132,"7.1%","11.0%",1.41,0.37
"Tristana","ADC",61,"27.0%","8.4%","35.4%","66%","100%",218,105,261,4.6,"64.6%","15.8%","20%",-71,-7,-4,9.4,"31.7%",553,"27.8%","25.3%",0.43,0.34
"Trundle","Top",1,"0.4%","0.9%","1.3%","0%","-",1,2,2,1.5,"50.0%","15.4%","100%",568,192,21,8.8,"27.6%",449,"29.6%","24.8%",0.47,0.06
"Twisted Fate","Middle",2,"0.9%","0.0%","0.9%","50%","-",5,3,11,5.3,"80.0%","13.6%","50%",111,-367,-3.5,8.7,"28.6%",545,"32.8%","26.2%",0.39,0.16
"Twitch","ADC",13,"5.8%","5.3%","11.1%","54%","80%",54,27,64,4.4,"69.0%","16.1%","23%",-58,-45,-4.1,7.7,"25.2%",528,"28.5%","22.6%",0.4,0.27
"Urgot","Top",1,"0.4%","0.0%","0.4%","0%","100%",1,3,0,0.3,"33.3%","23.1%","0%",150,-81,6,8.3,"26.5%",295,"29.6%","24.0%",0.56,0.16
"Varus","ADC",63,"27.9%","5.3%","33.2%","48%","64%",193,144,366,3.9,"69.6%","18.7%","16%",36,26,1.3,8.6,"27.2%",438,"23.7%","23.6%",0.43,0.3
"Vayne","ADC",2,"0.9%","0.0%","0.9%","50%","-",9,5,8,3.4,"63.0%","15.2%","100%",434,218,5.5,8,"29.2%",483,"29.9%","23.3%",0.47,0.1
"Vel'Koz","Middle",2,"0.9%","0.9%","1.8%","100%","-",11,0,19,30,"76.9%","0.0%","0%",97,120,-1.5,8.9,"28.2%",913,"40.3%","23.9%",0.68,0.15
"Viktor","Middle",13,"5.8%","0.9%","6.6%","31%","100%",36,27,42,2.9,"63.4%","14.8%","8%",-228,-73,-7.9,8.9,"29.1%",611,"33.4%","24.7%",0.37,0.19
"Vladimir","Middle",4,"1.8%","0.4%","2.2%","25%","-",12,12,10,1.8,"61.1%","26.7%","25%",-194,-294,-8,8.6,"28.5%",458,"28.9%","23.8%",0.6,0.2
"Xayah","ADC",47,"20.8%","7.1%","27.9%","45%","36%",124,95,233,3.8,"65.7%","15.6%","23%",-68,-53,-3.2,9.2,"30.4%",498,"26.4%","24.5%",0.43,0.31
"Xerath","Middle",1,"0.4%","0.0%","0.4%","0%","-",5,2,8,6.5,"92.9%","12.5%","0%",37,356,0,8,"24.4%",1100,"43.1%","24.7%",0.33,0.12
"Yasuo","-",0,"0%","0.4%","0.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zac","Jungle",14,"6.2%","91.6%","97.8%","64%","33%",22,34,125,4.3,"76.2%","19.1%","29%",-232,-181,-1.2,4.2,"12.7%",221,"10.7%","16.9%",0.82,0.28
"Zed","-",0,"0%","2.7%","2.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Ziggs","ADC",2,"0.9%","0.4%","1.3%","0%","100%",3,10,7,1,"43.5%","23.8%","0%",1,-84,2.5,8.5,"30.8%",757,"35.0%","24.0%",0.34,0.1
"Zilean","Middle",1,"0.4%","0.0%","0.4%","100%","-",1,1,14,15,"75.0%","9.1%","100%",51,143,-4,9.2,"30.0%",512,"22.9%","22.3%",0.37,0.13
"Zyra","Support",24,"10.6%","10.6%","21.2%","29%","53%",28,90,147,1.9,"59.3%","23.6%","17%",-64,118,-4.3,0.8,"3.3%",405,"20.1%","12.2%",1.34,0.45
