"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Nocturne","Jungle",1,"4.3%","0.0%","4.3%","0%","100%",0,4,2,0.5,"66.7%","26.7%","0%",-414,137,14,4.5,"12.8%",191,"18.5%","17.9%",0.56,0.23
"Nunu & Willump","Jungle",3,"13.0%","0.0%","13.0%","67%","67%",4,8,28,4,"86.5%","18.2%","0%",-74,-254,-14,3.6,"10.9%",132,"6.2%","16.6%",0.64,0.38
"Orianna","Middle",2,"8.7%","69.6%","78.3%","100%","50%",9,4,15,6,"85.7%","30.8%","100%",487,479,8.5,8.6,"27.3%",696,"30.2%","24.7%",0.26,0.15
"Rakan","Support",7,"30.4%","30.4%","60.9%","43%","0%",3,21,79,3.9,"81.2%","21.9%","29%",-115,13,-3.9,0.6,"2.4%",161,"6.6%","13.6%",1.24,0.46
"Rek'Sai","Jungle",3,"13.0%","13.0%","26.1%","0%","100%",5,15,16,1.4,"56.8%","24.6%","33%",-50,43,12,4.4,"14.3%",212,"11.4%","17.6%",0.85,0.42
"Renekton","Top",2,"8.7%","52.2%","60.9%","0%","100%",7,9,8,1.7,"88.2%","28.1%","0%",307,72,8.5,8.7,"28.3%",412,"20.9%","23.8%",0.54,0.13
"Rumble","Top",2,"8.7%","8.7%","17.4%","50%","50%",8,5,9,3.4,"77.3%","19.2%","50%",193,-86,-2.5,7.5,"23.6%",811,"38.2%","20.4%",0.57,0.09
"Sejuani","Jungle",5,"21.7%","13.0%","34.8%","60%","60%",10,13,58,5.2,"86.1%","19.4%","80%",188,-71,-11,3.9,"13.9%",328,"12.7%","17.6%",0.89,0.34
"Shen","Top",7,"30.4%","17.4%","47.8%","29%","57%",10,12,45,4.6,"73.3%","12.6%","29%",-36,-89,-5,7.5,"24.6%",311,"14.7%","20.0%",0.53,0.14
"Sivir","ADC",1,"4.3%","0.0%","4.3%","100%","100%",9,3,5,4.7,"93.3%","25.0%","0%",1127,633,10,12.1,"46.9%",1266,"47.1%","33.1%",0.38,0.36
"Syndra","Middle",5,"21.7%","17.4%","39.1%","60%","80%",19,8,22,5.1,"65.1%","11.9%","0%",-272,-257,-9.6,8.7,"28.8%",543,"27.4%","24.2%",0.33,0.09
"Tahm Kench","Support",3,"13.0%","8.7%","21.7%","67%","100%",1,11,25,2.4,"55.3%","34.4%","0%",-106,-2,7.3,1.4,"4.9%",184,"6.7%","11.6%",1.61,0.14
"Taliyah","Middle",6,"26.1%","39.1%","65.2%","33%","67%",18,16,36,3.4,"79.4%","17.8%","0%",-234,-64,-13.2,8.4,"29.0%",680,"32.0%","23.9%",0.33,0.13
"Taric","-",0,"0%","4.3%","4.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Thresh","Support",12,"52.2%","13.0%","65.2%","50%","0%",9,40,96,2.6,"73.4%","25.3%","33%",85,49,-2.5,0.8,"2.4%",122,"6.4%","11.9%",1.66,0.37
"Tristana","ADC",12,"52.2%","30.4%","82.6%","58%","33%",56,21,58,5.4,"76.0%","15.1%","33%",-221,-138,-3.3,9.6,"34.5%",672,"31.2%","26.8%",0.4,0.48
"Trundle","Top",2,"8.7%","0.0%","8.7%","50%","100%",4,6,11,2.5,"57.7%","25.0%","0%",-163,-132,9,9.8,"31.2%",431,"20.0%","23.8%",0.56,0.29
"Twitch","ADC",4,"17.4%","13.0%","30.4%","50%","50%",14,10,25,3.9,"75.0%","17.2%","0%",-101,-60,-8.5,8.5,"31.5%",559,"28.6%","24.4%",0.44,0.32
"Varus","ADC",3,"13.0%","4.3%","17.4%","67%","33%",8,6,25,5.5,"89.2%","18.8%","33%",308,65,5.3,9.7,"31.0%",505,"25.3%","25.2%",0.46,0.38
"Vel'Koz","Middle",3,"13.0%","8.7%","21.7%","33%","100%",11,2,17,14,"87.5%","4.4%","67%",237,234,-0.3,8.7,"28.5%",1064,"42.8%","25.8%",0.56,0.25
"Viktor","Middle",2,"8.7%","13.0%","21.7%","0%","100%",7,5,15,4.4,"78.6%","15.6%","0%",-430,209,-4.5,9.3,"31.2%",893,"39.8%","26.0%",0.62,0.28
"Vladimir","-",0,"0%","4.3%","4.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Xayah","ADC",10,"43.5%","0.0%","43.5%","30%","50%",29,25,64,3.7,"73.2%","16.0%","20%",-103,-50,-2.7,9.2,"33.3%",691,"28.9%","25.4%",0.41,0.35
"Zac","Jungle",5,"21.7%","60.9%","82.6%","40%","20%",6,15,33,2.6,"70.9%","24.2%","40%",-49,33,6.2,4,"12.2%",157,"8.3%","16.0%",0.88,0.23
