"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Lucian","Middle",1,"5.3%","0.0%","5.3%","0%","100%",3,3,3,2,"75.0%","21.4%","100%",-114,-59,-4,8.2,"25.1%",375,"29.6%","22.9%",0.2,0.4
"Lulu","Support",7,"36.8%","21.1%","57.9%","71%","43%",1,11,64,5.9,"82.3%","17.7%","14%",83,-18,-6.4,0.4,"1.2%",93,"4.2%","13.4%",1.2,0.28
"Maokai","Jungle",1,"5.3%","68.4%","84.2%","100%","100%",1,0,21,22,"100.0%","0.0%","0%",-575,-409,-4,3.9,"12.7%",406,"15.9%","16.5%",0.75,0.32
"Maokai","Top",2,"10.5%","68.4%","84.2%","50%","50%",1,3,12,4.3,"59.1%","15.0%","0%",-103,-61,1,7.1,"20.5%",446,"22.2%","18.2%",0.58,0.17
"Morgana","Support",1,"5.3%","10.5%","15.8%","0%","100%",1,0,14,15,"100.0%","0.0%","0%",100,-208,-3,0.7,"2.2%",118,"5.5%","15.7%",1.37,0.37
"Nautilus","Top",1,"5.3%","0.0%","5.3%","0%","100%",0,4,4,1,"40.0%","26.7%","0%",-332,-302,-9,7.5,"24.1%",352,"13.5%","18.7%",0.65,0.15
"Nidalee","Jungle",2,"10.5%","5.3%","15.8%","50%","100%",3,6,9,2,"92.3%","24.0%","50%",-168,521,8,4.9,"14.9%",409,"20.5%","18.7%",0.77,0.4
"Olaf","Jungle",1,"5.3%","0.0%","5.3%","0%","100%",2,3,2,1.3,"100.0%","20.0%","0%",-522,269,-3,4,"10.4%",252,"19.0%","17.6%",0.63,0.29
"Orianna","Middle",2,"10.5%","47.4%","57.9%","50%","0%",9,3,6,5,"78.9%","15.0%","0%",222,154,10.5,9,"26.4%",488,"29.1%","24.6%",0.45,0.18
"Poppy","Jungle",1,"5.3%","26.3%","47.4%","100%","100%",2,4,3,1.3,"41.7%","50.0%","0%",-581,-595,5,2.8,"6.6%",105,"5.9%","13.6%",0.98,0.4
"Poppy","Top",3,"15.8%","26.3%","47.4%","67%","100%",4,5,15,3.8,"63.3%","13.2%","0%",-203,-58,-0.3,7.8,"23.2%",408,"20.6%","20.0%",0.5,0.06
"Rek'Sai","Jungle",11,"57.9%","5.3%","63.2%","55%","18%",21,23,79,4.3,"71.9%","19.2%","27%",103,-11,-4.7,4.2,"13.2%",204,"10.1%","16.9%",0.81,0.35
"Renekton","Top",5,"26.3%","10.5%","36.8%","40%","20%",10,11,12,2,"59.5%","20.0%","60%",283,347,10.2,8.5,"26.5%",302,"17.1%","22.3%",0.6,0.17
"Rumble","Top",1,"5.3%","5.3%","10.5%","0%","100%",1,3,2,1,"50.0%","23.1%","100%",-406,-147,-21,8.4,"25.2%",445,"22.5%","21.5%",0.56,0.1
"Sejuani","Jungle",2,"10.5%","26.3%","36.8%","50%","100%",1,3,19,6.7,"76.9%","16.7%","100%",325,133,13,4.5,"13.4%",155,"8.3%","16.9%",0.97,0.41
"Shen","Top",7,"36.8%","42.1%","78.9%","57%","43%",12,12,45,4.8,"73.1%","16.2%","43%",102,-149,-1.4,9.2,"29.2%",383,"20.2%","22.4%",0.57,0.1
"Sivir","ADC",3,"15.8%","0.0%","15.8%","33%","100%",7,4,15,5.5,"78.6%","10.5%","33%",89,-82,-2,9.6,"33.6%",470,"27.0%","26.2%",0.39,0.31
"Syndra","Middle",8,"42.1%","0.0%","42.1%","50%","63%",39,21,40,3.8,"69.3%","24.1%","25%",105,95,9.5,9.1,"29.2%",579,"29.5%","25.3%",0.48,0.18
"Taliyah","Middle",5,"26.3%","31.6%","57.9%","80%","20%",17,6,30,7.8,"77.0%","16.7%","40%",11,92,-4.4,8.8,"24.7%",592,"34.0%","22.9%",0.35,0.26
"Taric","Support",1,"5.3%","10.5%","15.8%","0%","100%",0,3,6,2,"75.0%","21.4%","0%",-64,-319,-2,0.5,"1.7%",60,"4.7%","13.3%",1.32,0.34
"Thresh","Support",7,"36.8%","63.2%","100.0%","86%","0%",9,15,64,4.9,"76.8%","21.1%","29%",18,155,2,1,"2.8%",139,"7.0%","11.9%",1.55,0.31
"Tristana","ADC",17,"89.5%","10.5%","100.0%","59%","24%",73,24,76,6.2,"71.0%","14.0%","18%",-115,-11,-8,9.8,"34.0%",644,"32.6%","26.5%",0.44,0.38
"Twitch","-",0,"0%","5.3%","5.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Varus","ADC",12,"63.2%","0.0%","63.2%","50%","92%",29,28,58,3.1,"69.6%","19.6%","8%",199,116,12.3,8.9,"30.0%",468,"25.0%","24.2%",0.48,0.4
"Vladimir","Middle",2,"10.5%","5.3%","15.8%","0%","50%",7,8,5,1.5,"85.7%","26.7%","50%",35,169,-7,7.6,"24.6%",494,"30.5%","24.5%",0.37,0.09
"Xerath","Middle",1,"5.3%","0.0%","5.3%","0%","0%",2,6,5,1.2,"70.0%","20.0%","0%",-905,-557,-24,6.3,"31.0%",683,"33.6%","22.5%",0.42,0.08
"Zac","Jungle",1,"5.3%","15.8%","21.1%","100%","100%",2,1,12,14,"70.0%","25.0%","100%",-182,-468,3,4.7,"15.0%",258,"12.7%","18.9%",0.72,0.21
"Zyra","Support",2,"10.5%","10.5%","21.1%","0%","100%",0,6,11,1.8,"61.1%","28.6%","50%",-175,77,-1,0.7,"2.8%",268,"18.0%","11.8%",1.53,0.51
