"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Kalista","ADC",2,"22.2%","0.0%","22.2%","50%","-",2,6,4,1,"40.0%","35.3%","0%",350,543,12.5,8.8,"27.5%",309,"22.0%","24.2%",0.14,0.13
"Kassadin","Middle",3,"33.3%","0.0%","33.3%","0%","-",6,8,9,1.9,"88.2%","17.8%","33%",-92,-406,-11,7.1,"26.3%",414,"28.1%","23.8%",0.34,0.19
"Kennen","Support",1,"11.1%","44.4%","55.6%","100%","-",2,2,11,6.5,"61.9%","50.0%","100%",199,-26,-2,0.4,"1.8%",230,"9.3%","12.1%",0.91,0.3
"Kog'Maw","Middle",1,"11.1%","0.0%","11.1%","100%","-",7,1,7,14,"87.5%","10.0%","0%",-455,-455,-24,8.5,"31.5%",865,"39.3%","27.4%",0.55,0.06
"LeBlanc","Middle",2,"22.2%","44.4%","66.7%","50%","-",8,4,11,4.8,"79.2%","20.0%","0%",-11,131,0,7.6,"27.9%",562,"31.6%","24.1%",0.2,0.3
"Lucian","ADC",3,"33.3%","0.0%","33.3%","0%","-",7,8,12,2.4,"63.3%","20.0%","33%",85,210,11.7,9.6,"38.8%",479,"29.4%","30.4%",0.12,0.17
"Lulu","Middle",2,"22.2%","11.1%","44.4%","50%","-",2,4,12,3.5,"70.0%","28.6%","0%",41,449,8.5,7.9,"26.5%",226,"17.9%","22.3%",0.59,0.18
"Lulu","Support",1,"11.1%","11.1%","44.4%","0%","-",1,4,5,1.5,"60.0%","25.0%","0%",584,100,-5,0.7,"2.7%",140,"8.8%","10.2%",1.08,0.29
"Maokai","Top",3,"33.3%","55.6%","88.9%","33%","-",6,6,15,3.5,"80.8%","23.1%","100%",478,485,11,6.2,"19.0%",281,"17.8%","19.9%",0.45,0.03
"Morgana","Support",3,"33.3%","33.3%","66.7%","67%","-",1,9,24,2.8,"80.6%","30.0%","0%",-91,-21,-4,0.4,"2.2%",126,"8.1%","10.4%",1.26,0.23
"Nami","Support",1,"11.1%","0.0%","11.1%","0%","-",0,4,4,1,"100.0%","26.7%","0%",-3,-658,-7,0.4,"1.6%",130,"9.0%","8.3%",1.13,0.21
"Nautilus","Support",1,"11.1%","0.0%","11.1%","0%","-",0,1,4,4,"80.0%","8.3%","100%",75,-38,9,1.2,"5.5%",142,"11.1%","8.5%",1.13,0.21
"Nidalee","Jungle",1,"11.1%","0.0%","22.2%","0%","-",0,5,3,0.6,"75.0%","22.7%","0%",505,379,18,3.5,"12.0%",199,"15.7%","18.8%",0.14,0.22
"Nidalee","Top",1,"11.1%","0.0%","22.2%","100%","-",2,3,7,3,"56.3%","30.0%","0%",-30,-942,9,7.8,"29.0%",638,"29.0%","23.6%",0.49,0.15
"Nunu & Willump","-",0,"0%","44.4%","44.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Rek'Sai","Jungle",2,"22.2%","0.0%","22.2%","0%","-",2,5,4,1.2,"60.0%","21.7%","50%",-40,-107,4,3.6,"13.5%",168,"14.4%","18.9%",0.64,0.44
"Rumble","Top",1,"11.1%","33.3%","44.4%","100%","-",3,7,7,1.4,"66.7%","35.0%","0%",-242,34,-13,5.7,"21.4%",581,"26.4%","19.7%",0.59,0.02
"Sejuani","Jungle",7,"77.8%","22.2%","100.0%","71%","-",5,12,52,4.8,"67.1%","16.7%","43%",44,87,-1.7,2.9,"9.7%",209,"11.4%","15.7%",0.93,0.3
"Shyvana","-",0,"0%","44.4%","44.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sion","Top",3,"33.3%","0.0%","33.3%","0%","-",1,11,9,0.9,"58.8%","20.8%","0%",-238,192,-2.3,6.7,"25.0%",275,"20.8%","21.2%",0.59,0.1
"Sivir","ADC",8,"88.9%","11.1%","100.0%","75%","-",41,9,38,8.8,"79.0%","12.3%","38%",-85,60,-6.1,9.1,"33.9%",609,"34.3%","28.5%",0.12,0.18
"Urgot","Middle",2,"22.2%","11.1%","33.3%","0%","-",5,8,2,0.9,"87.5%","21.6%","0%",112,349,6.5,7.4,"25.8%",340,"25.3%","25.6%",0.58,0.09
"Zac","Jungle",1,"11.1%","0.0%","11.1%","0%","-",2,2,11,6.5,"65.0%","13.3%","0%",-675,-124,-13,2.7,"8.4%",271,"14.8%","14.7%",0.53,0.41
"Zed","Middle",1,"11.1%","0.0%","11.1%","100%","-",4,8,5,1.1,"60.0%","40.0%","0%",138,540,5,7.3,"25.9%",555,"25.3%","22.8%",0.28,0.08
"Ziggs","Middle",5,"55.6%","33.3%","88.9%","80%","-",14,5,26,8,"60.6%","14.3%","0%",77,27,5,9.2,"31.3%",674,"35.2%","24.2%",0.35,0.14
