"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Renekton","Top",3,"27.3%","9.1%","36.4%","67%","-",3,8,11,1.8,"51.9%","23.5%","0%",-247,-43,8.7,8,"26.8%",370,"20.1%","22.8%",0.41,0.1
"Ryze","Top",2,"18.2%","27.3%","45.5%","50%","-",8,4,6,3.5,"70.0%","23.5%","0%",-46,-636,3,7.2,"25.2%",410,"24.7%","22.5%",0.44,0.08
"Shyvana","Top",3,"27.3%","9.1%","36.4%","67%","-",9,3,22,10.3,"88.6%","20.0%","67%",49,223,-8,6.8,"25.8%",416,"22.7%","22.1%",0.28,0.05
"Soraka","Middle",3,"27.3%","72.7%","100.0%","33%","-",1,9,21,2.4,"84.6%","23.7%","0%",16,255,3.3,7.4,"23.0%",316,"22.7%","21.8%",0.38,0.22
"Syndra","Middle",1,"9.1%","0.0%","9.1%","0%","-",0,3,1,0.3,"100.0%","17.6%","0%",167,-68,12,8,"22.4%",260,"22.1%","23.8%",0.4,0.07
"Thresh","Support",4,"36.4%","0.0%","36.4%","25%","-",2,13,23,1.9,"86.2%","23.2%","0%",-45,83,6,0.9,"3.1%",95,"6.8%","10.0%",0.97,0.14
"Twisted Fate","Middle",1,"9.1%","0.0%","9.1%","100%","-",4,0,6,10,"71.4%","0.0%","100%",557,302,-5,10.5,"38.1%",581,"33.5%","28.7%",0.25,0.16
"Twitch","ADC",2,"18.2%","0.0%","18.2%","50%","-",5,4,9,3.5,"82.4%","21.1%","0%",93,283,-1,6.3,"20.8%",415,"29.4%","22.1%",0.1,0.05
"Yasuo","Middle",1,"9.1%","0.0%","9.1%","100%","-",2,1,4,6,"50.0%","50.0%","0%",167,67,28,9.5,"30.1%",407,"21.6%","23.2%",0.72,0.03
"Ziggs","Middle",2,"18.2%","81.8%","100.0%","50%","-",3,5,4,1.4,"58.3%","20.0%","0%",143,-203,0.5,8.1,"26.3%",686,"36.8%","23.3%",0.38,0.15
